user_id,rec_1,rec_2,rec_3
27410,61,235,267
27411,28,8,32
27412,31,1,343
27413,123,2,2835
27414,4,5,10
27415,50,339,102
27416,33,1,150
27417,72,13,1208
27418,1151,1600,2138
27419,4,16,8
27420,33,16,38
27421,705,1075,1589
27422,6,1,17
27423,4,8,28
27424,915,609,986
27425,4,2,5
27426,61,143,1
27427,9892,4757,4423
27428,1,12,17
27429,11,2,16
27430,32,7,9
27431,8,29,116
27432,4,2,50
27433,4,1,7
27434,22,33,16
27435,12,23,2
27436,5,16,28
27437,59,4,50
27438,1,42,7
27439,1,2,3
27440,14,5,7
27441,1,2,30
27442,454,728,679
27443,3463,3408,1257
27444,15,28,10
27445,4,22,57
27446,57,2,5
27447,596,2223,16
27448,2,27,1
27449,2,5,8
27450,28,1,37
27451,52,56,49
27452,1374,39,862
27453,19,2,70
27454,27,21,25
27455,18,24,25
27456,2,18,23
27457,1,7,17
27458,2,1,17
27459,20,12,210
27460,389,39,2
27461,54,2,126
27462,1,2745,31
27463,61,4,30
27464,3309,192,562
27465,305,349,1208
27466,1,2,13
27467,1,2,17
27468,1,4,2
27469,31,1,2
27470,30,31,4
27471,18,24,21
27472,5,28,42
27473,539,942,938
27474,3713,5314,5966
27475,1,4,11
27476,4,5,14
27477,13,11,29
27478,192,7,19
27479,752,393,41
27480,307,39,2
27481,22,4,2
27482,4,5,8
27483,7,37,28
27484,42,59,37
27485,2,18,27
27486,4,5,2
27487,543,183,319
27488,4,22,33
27489,370,909,12
27490,4,5,46
27491,4,33,8
27492,1,15,102
27493,14,32,29
27494,865,1,7
27495,7,19,4
27496,2,4,28
27497,17,26,20
27498,55,28,18
27499,28,13,10
27500,4053,339,679
27501,2,16,31
27502,1,2,18
27503,805,415,183
27504,3806,4713,3374
27505,31,16,33
27506,2,5,32
27507,4,5,10
27508,7,1,19
27509,11,5,16
27510,31,4,17
27511,3162,4813,3098
27512,13,37,4
27513,1,5,8
27514,3025,31,44
27515,15,42,59
27516,7,14,28
27517,679,661,579
27518,1,7,17
27519,17,10,3
27520,5,33,46
27521,1,29,18
27522,4959,7132,6129
27523,46,30,22
27524,1964,2299,69
27525,1,2,4
27526,31,11,46
27527,4,28,32
27528,5,4,8
27529,4,5,28
27530,450,389,562
27531,112,235,30
27532,51,134,12
27533,25,11,22
27534,14,28,4
27535,12,1,3
27536,24,21,27
27537,13,14,5
27538,33,15,2
27539,4,5,8
27540,2,37,18
27541,276,48,360
27542,8,4,14
27543,766,2,25
27544,37,4,26
27545,33,16,1
27546,1769,2576,2542
27547,46,1,143
27548,4,11,22
27549,1,33,2
27550,19,28,8
27551,13,60,118
27552,2452,2489,2658
27553,675,670,349
27554,31,46,6
27555,2,29,15
27556,31,4,42
27557,13,29,14
27558,30,4,38
27559,31,4,57
27560,330,565,307
27561,13,39,7
27562,276,432,13
27563,5,8,13
27564,3500,6744,13
27565,13,528,192
27566,296,102,85
27567,3,134,52
27568,4,42,7
27569,4,8,57
27570,2,37,13
27571,4,2,37
27572,1034,891,330
27573,7,13,5
27574,32,18,24
27575,1,39,2
27576,1,2,3
27577,652,624,724
27578,11,28,19
27579,30,46,57
27580,661,358,679
27581,4,5,8
27582,12,1,69
27583,2,18,23
27584,59,102,37
27585,17,5,26
27586,334,676,1769
27587,55,54,65
27588,243,944,818
27589,1,17,20
27590,54,126,167
27591,3620,3029,4924
27592,12,309,52
27593,5,13,10
27594,1,4,16
27595,4,5,8
27596,13,1,14
27597,2,1,4
27598,4,32,48
27599,2513,1,4
27600,2,31,52
27601,22,4,195
27602,22,38,15
27603,10,11,33
27604,2,11,37
27605,12,37,4
27606,42,25,27
27607,2,7,1
27608,69,56,4
27609,127,13,8
27610,5,8,28
27611,728,339,679
27612,4,5,28
27613,7,13,65
27614,1693,2718,4553
27615,143,235,318
27616,1,2,5
27617,14,7,4
27618,22,15,38
27619,1,21,13
27620,31,30,112
27621,4,7,5
27622,5,8,18
27623,4,5,13
27624,1,17,20
27625,15,32,14
27626,4,5,32
27627,32,37,11
27628,39,2,13
27629,65,2,58
27630,4,5,2
27631,13,14,71
27632,556,553,349
27633,3,6,2
27634,3359,2881,894
27635,12,2183,1769
27636,5,37,1
27637,2,25,3627
27638,4030,6864,8050
27639,7,39,19
27640,134,153,210
27641,14,13,28
27642,40,30,150
27643,549,844,728
27644,46,33,57
27645,7,2,37
27646,16,38,111
27647,2,4,11
27648,1,4,17
27649,1089,4565,3858
27650,7,14,13
27651,1,17,20
27652,50,339,296
27653,4,1,42
27654,4,29,8
27655,8,13,28
27656,70,53,389
27657,59,18,5
27658,915,1208,1261
27659,351,224,460
27660,4,2,5
27661,1278,2081,1049
27662,18,24,23
27663,13,2,71
27664,5,28,29
27665,4,5,8
27666,1228,232,167
27667,4,7,37
27668,8,2,32
27669,13,1,29
27670,8,28,42
27671,8,24,1
27672,1,4,7
27673,2,4,10
27674,22,150,1
27675,5,22,33
27676,4,57,16
27677,4,5,13
27678,18,330,949
27679,2,4,23
27680,5,28,8
27681,1,52,49
27682,17,20,542
27683,13,4,5
27684,3362,2469,5099
27685,31,1,46
27686,14,28,65
27687,4,28,55
27688,22,33,9
27689,539,861,1295
27690,16,1,11
27691,1,17,20
27692,1,12,69
27693,28,10,32
27694,4,31,5
27695,143,31,61
27696,13,28,8
27697,17,20,5
27698,31,3,20
27699,1,7,19
27700,4,5,13
27701,52,56,49
27702,8,28,59
27703,2,6,861
27704,14,5,8
27705,1,4,7
27706,13,29,10
27707,11,57,22
27708,51,1,12
27709,1,17,20
27710,4490,2519,6728
27711,4,33,57
27712,1,64,22
27713,1,61,2
27714,1,69,210
27715,28,26,13
27716,42,38,15
27717,12,112,69
27718,1632,296,339
27719,5,31,11
27720,5,55,10
27721,22,30,5
27722,7,19,39
27723,28,2,7
27724,7,8,1
27725,2,13,14
27726,1,17,20
27727,1,5,22
27728,51,12,393
27729,4,8,33
27730,11,4,16
27731,4,7,13
27732,1,11,4
27733,5,28,14
27734,2073,5423,4924
27735,13,5,8
27736,2588,2292,5046
27737,1838,123,521
27738,14,5,32
27739,1,33,57
27740,1,1498,1339
27741,3223,4095,3517
27742,14,2,7
27743,42,10,1
27744,37,5,19
27745,2,1,13
27746,942,1143,539
27747,55,32,113
27748,5,13,8
27749,30,262,318
27750,5,8,22
27751,54,14,442
27752,1,2,3
27753,37,4,7
27754,4,50,1
27755,30,31,262
27756,5,65,70
27757,1,42,4
27758,2930,1257,980
27759,4,16,11
27760,31,5,11
27761,1,12,2
27762,235,30,267
27763,4,93,2
27764,1,16,31
27765,12,1,2
27766,549,1478,1632
27767,2469,1337,894
27768,4,2,5
27769,7,4,48
27770,32,7,65
27771,8,14,2
27772,13,14,55
27773,21,4,7
27774,2292,1506,14
27775,4,5,13
27776,3025,31,17
27777,7,5,1
27778,2,7,1
27779,168,670,72
27780,2737,2746,3163
27781,2,7,13
27782,13,5,14
27783,31,2,22
27784,4,8,32
27785,6580,1,17
27786,4,18,37
27787,22,81,124
27788,126,1,70
27789,2,12,18
27790,30,438,267
27791,2,18,27
27792,4,8,2
27793,1,3,4
27794,59,2541,549
27795,11,10,16
27796,364,50,549
27797,2,17,20
27798,2,1,20
27799,5,18,24
27800,2,1,3
27801,4,31,15
27802,3,210,18
27803,4,1,5
27804,28,8,15
27805,11,46,22
27806,1267,1232,1694
27807,59,579,6656
27808,2,1,4
27809,2,25,21
27810,57,38,67
27811,17,20,52
27812,2,32,48
27813,54,7,70
27814,2718,3200,2677
27815,556,705,1248
27816,13,28,63
27817,1593,1812,389
27818,596,266,9
27819,1211,1478,1266
27820,28,19,55
27821,56,12,69
27822,5,8,22
27823,1,4,16
27824,1,4,17
27825,42,11,31
27826,2,7,37
27827,18,1,4
27828,4,5,13
27829,2,14,32
27830,24,27,1
27831,4,5,8
27832,4,5,11
27833,1,39,17
27834,28,154,7
27835,22,46,11
27836,13,14,32
27837,30,31,2
27838,11,4,22
27839,5,11,28
27840,5099,4565,3858
27841,13,1,33
27842,1123,7,4
27843,16,143,22
27844,218,965,1036
27845,5,33,146
27846,2981,3163,2746
27847,4,37,5
27848,5,31,8
27849,4,16,22
27850,4,31,16
27851,1,91,149
27852,8,5,65
27853,10,48,1
27854,21,39,48
27855,4,11,10
27856,17,26,18
27857,4,31,46
27858,13,8,5
27859,1213,19,39
27860,168,176,48
27861,1,2,4
27862,72,5,13
27863,51,134,12
27864,2317,51,3454
27865,18,24,23
27866,22,11,4
27867,676,904,1
27868,184,1,373
27869,3,2,25
27870,28,11,33
27871,13,14,55
27872,2,51,18
27873,2,17,20
27874,31,4,42
27875,11,22,112
27876,4,28,8
27877,4,25,18
27878,210,183,12
27879,4,1,2
27880,13,9858,5
27881,2547,3223,1690
27882,1630,39,48
27883,2,1,18
27884,143,30,267
27885,11,8,33
27886,15,42,49
27887,1,10,13
27888,29,5,14
27889,596,4,16
27890,31,30,4
27891,1,3,2
27892,2,18,23
27893,8,5,28
27894,29,102,157
27895,37,4,12
27896,176,232,305
27897,1266,1478,679
27898,2,4,11
27899,67,1,4
27900,2,28,578
27901,4,5,8
27902,134,153,17
27903,7,55,2
27904,4,5,13
27905,1,2,3
27906,1,17,20
27907,4656,5295,5092
27908,4,59,19
27909,175,134,183
27910,73,41,6
27911,389,562,192
27912,31,57,46
27913,1,17,20
27914,3025,2525,1811
27915,2,54,1
27916,13,5,32
27917,13,7,14
27918,349,670,578
27919,12,6,1
27920,30,111,4
27921,4,5,10
27922,81,57,16
27923,389,330,565
27924,5,37,15
27925,7,13,19
27926,2,1,18
27927,17,5,18
27928,237,2155,1900
27929,1,17,20
27930,37,17,3
27931,1,17,20
27932,50,454,157
27933,2,4,18
27934,5,8,29
27935,319,183,351
27936,1857,2959,2
27937,18,27,23
27938,13,14,4
27939,7,15,18
27940,3066,1,336
27941,2,4,37
27942,5,14,13
27943,5,8,32
27944,28,5,48
27945,61,4349,16
27946,3,5,11
27947,437,31,320
27948,28,13,10
27949,4,16,1
27950,1,24,27
27951,176,944,915
27952,1,2,17
27953,12,1,51
27954,4,2,5
27955,4,5,2
27956,37,25,21
27957,6,69,1
27958,37,29,32
27959,59,37,102
27960,4,29,5
27961,4,2,14
27962,4,1,42
27963,4,38,100
27964,4,16,33
27965,384,224,805
27966,57,1,138
27967,4,31,57
27968,4,5,2
27969,10,31,26
27970,5,31,30
27971,4,11,2
27972,4,2,37
27973,20,2,31
27974,2,7,1
27975,8,33,31
27976,13,14,28
27977,4,2,15
27978,2,4,37
27979,4,13,14
27980,2,12,18
27981,57,47,2
27982,2,7,13
27983,17,20,39
27984,33,1,30
27985,7,13,19
27986,4,5,14
27987,17,4,20
27988,1,17,20
27989,111,195,291
27990,1,59,11
27991,31,30,16
27992,562,192,70
27993,13,14,15
27994,17,20,4
27995,9057,5692,6486
27996,4,17,20
27997,915,7,19
27998,2,134,3
27999,4,2,1
28000,23,16,17
28001,1769,218,965
28002,5,2,42
28003,207,16,22
28004,15,1,2
28005,1,19,17
28006,1,4,30
28007,4,2,57
28008,13,32,55
28009,5,22,11
28010,53,37,192
28011,4,8,5
28012,85,18,17
28013,28,54,32
28014,1379,1858,1763
28015,28,1,19
28016,2,1,3
28017,32,54,126
28018,33,22,46
28019,5,7,13
28020,17,7,20
28021,4,2,227
28022,1632,844,454
28023,4,31,1
28024,861,965,589
28025,41,6,419
28026,57,16,1
28027,1630,1602,1690
28028,4,5,11
28029,5,15,2
28030,61,30,143
28031,728,844,251
28032,4,10,22
28033,12,3,51
28034,539,938,942
28035,8,28,7
28036,31,1,33
28037,210,51,543
28038,51,73,37
28039,5,7,1
28040,11,33,42
28041,218,34,96
28042,2,1,36
28043,4,1,8
28044,1,17,20
28045,28,7,45
28046,4,19,13
28047,1291,889,1513
28048,4,5,2
28049,5,42,10
28050,4,18,24
28051,23,4,7
28052,4,59,2
28053,30,46,61
28054,5,11,10
28055,31,46,1
28056,153,202,69
28057,48,15,42
28058,13,23,21
28059,1346,1049,859
28060,2,16,57
28061,4,5,13
28062,725,2,176
28063,2,1,17
28064,6080,6143,3
28065,2641,2955,3
28066,4,13,7
28067,1,46,10
28068,267,30,262
28069,32,55,7
28070,4,15,10
28071,1,2,17
28072,4,31,11
28073,4,28,7
28074,17,31,30
28075,2,5,13
28076,5,28,8
28077,243,13,14
28078,330,1346,510
28079,2,4,1
28080,15,58,55
28081,1,2,4
28082,835,159,12
28083,2,18,23
28084,2,31,17
28085,2043,1924,2469
28086,18,1,4
28087,7,5,16
28088,539,938,334
28089,13,8,4
28090,13,29,15
28091,14,8,5
28092,13,14,28
28093,1,12,2
28094,4,15,31
28095,2,7,5
28096,1,3,17
28097,276,1,4
28098,46,112,11
28099,2,5,13
28100,59,4,50
28101,31,1,46
28102,13,5,8
28103,863,2260,364
28104,670,675,705
28105,218,334,676
28106,2,65,29
28107,1,2,3
28108,59,50,2
28109,57,150,67
28110,4889,4867,5370
28111,59,37,50
28112,553,818,675
28113,26,9,4
28114,1630,562,746
28115,13,2,14
28116,861,218,334
28117,2,14,37
28118,1,7,3
28119,3454,4556,419
28120,8579,8785,9488
28121,4,65,58
28122,54,7,14
28123,539,942,904
28124,4,31,33
28125,16,32,42
28126,438,1028,146
28127,7,28,55
28128,4,33,16
28129,22,2,10
28130,18,24,25
28131,7,13,28
28132,22,5,30
28133,51,134,17
28134,51,6,153
28135,69,3,6
28136,197,1,705
28137,4,5,2
28138,818,609,2155
28139,1,2,5
28140,105,309,2
28141,112,30,438
28142,13,84,126
28143,1,38,111
28144,17,20,37
28145,31,4,1
28146,2,12,44
28147,183,12,309
28148,4,5,8
28149,2,1,37
28150,4,29,5
28151,176,72,237
28152,5,2,28
28153,9,26,1
28154,2470,2469,2452
28155,267,262,30
28156,4,42,15
28157,48,39,65
28158,2,7,23
28159,17,20,223
28160,143,30,235
28161,2,56,51
28162,19,232,528
28163,2,16,7
28164,13,14,8
28165,1,2,18
28166,31,33,5
28167,4,16,26
28168,5,22,18
28169,579,626,1765
28170,57,47,38
28171,4,16,9
28172,4,5,13
28173,3,7,46
28174,13,14,5
28175,31,32,13
28176,2,37,85
28177,251,4,1211
28178,59,549,1211
28179,5,16,115
28180,31,34,17
28181,22,46,57
28182,1,18,32
28183,4,8,32
28184,2,41,1
28185,549,50,85
28186,55,126,28
28187,28,29,58
28188,11,22,15
28189,11,45,67
28190,19,1,54
28191,5,65,28
28192,14,5,63
28193,1,5,2
28194,4,31,33
28195,4,8,42
28196,4,16,11
28197,1,2,17
28198,24,1,4
28199,5,1,45
28200,1,6,17
28201,56,69,4
28202,5,18,24
28203,176,243,675
28204,2,54,13
28205,16,1,5
28206,2,16,22
28207,4,2,5
28208,1962,1889,631
28209,14,5,4
28210,2094,2264,2547
28211,8,5,32
28212,18,25,23
28213,13,32,54
28214,1,12,2
28215,2,8,32
28216,18,24,25
28217,8,13,32
28218,318,46,195
28219,4,5,10
28220,2,5,33
28221,2,3,16
28222,112,16,46
28223,28,14,13
28224,4,5,8
28225,4,22,5
28226,14,28,32
28227,7,28,19
28228,1,4,17
28229,1,17,20
28230,3153,1,2239
28231,51,153,134
28232,2,17,1
28233,2,7,19
28234,675,967,161
28235,5,17,20
28236,2,19,13
28237,51,6143,12
28238,28,1,45
28239,4,28,5
28240,1,39,2
28241,57,5,33
28242,61,47,2
28243,19,1,13
28244,22,64,46
28245,2,4,5
28246,30,235,668
28247,33,17,20
28248,2043,2271,1924
28249,19,39,26
28250,1208,865,1123
28251,4,31,30
28252,143,146,57
28253,25,14,37
28254,5,3,18
28255,50,102,296
28256,4308,4121,4084
28257,51,134,69
28258,4,5,2
28259,2,17,20
28260,4,16,11
28261,21,23,19
28262,1,5,37
28263,61,4590,30
28264,46,28,15
28265,11,31,22
28266,4,5,10
28267,29,5,10
28268,4,10,5
28269,4,7,10
28270,1,2,30
28271,102,876,661
28272,2,73,24
28273,4,1,7
28274,7,19,55
28275,4,59,29
28276,7,2,4
28277,21,17,20
28278,2,4,3
28279,2043,2718,2501
28280,13,28,8
28281,2,28,8
28282,14,13,4
28283,5,31,11
28284,4,5,2
28285,1,13,28
28286,13,14,8
28287,28,2,11
28288,28,4,55
28289,61,1,2
28290,267,30,437
28291,143,437,313
28292,1,3,224
28293,4,2,15
28294,4,22,31
28295,235,47,1
28296,10,14,28
28297,2,28,32
28298,18,2,1
28299,13,5,7
28300,29,4,5
28301,1123,1208,739
28302,889,841,218
28303,4,5,32
28304,2,37,4
28305,967,7,4
28306,4,5,8
28307,1513,1483,1932
28308,18,24,27
28309,1,21,17
28310,102,7,37
28311,389,565,1654
28312,2,30,61
28313,4,59,50
28314,1,16,4
28315,966,1,57
28316,18,21,41
28317,18,24,5
28318,30,267,31
28319,1,17,20
28320,2,13,14
28321,2,19,13
28322,12,6,69
28323,17,20,51
28324,5,11,2
28325,1,4,6
28326,235,112,30
28327,12,23,1
28328,33,1,150
28329,2,428,49
28330,4,31,5
28331,549,59,971
28332,11,22,16
28333,4022,3163,1260
28334,13,14,28
28335,4895,1,1654
28336,2,7,4
28337,28,8,29
28338,4,46,33
28339,2,1,17
28340,1962,2614,1654
28341,11,2,33
28342,54,19,13
28343,2,3,25
28344,7,27,25
28345,28,7,14
28346,34,871,99
28347,7,17,20
28348,46,16,47
28349,16,1,5
28350,8301,8579,8785
28351,3870,2596,7211
28352,5525,5423,3760
28353,2,33,32
28354,38,15,26
28355,14,8,5
28356,57,4,1
28357,2955,3616,3984
28358,4,13,8
28359,1,4,17
28360,4,5,28
28361,16,902,86
28362,57,30,45
28363,4,195,111
28364,31,11,16
28365,1,17,20
28366,549,1478,1211
28367,13,11,14
28368,2,4,1
28369,862,481,917
28370,33,22,8
28371,18,27,25
28372,1,4,9
28373,43,29,8
28374,1,2,31
28375,19,32,11
28376,24,25,23
28377,13,7,54
28378,17,20,18
28379,13,14,4
28380,12,1,6
28381,2,4,8
28382,2,1,37
28383,167,2,1368
28384,18,24,25
28385,69,17,6
28386,2,50,36
28387,4,17,26
28388,6,183,41
28389,1,12,3
28390,54,2,58
28391,904,2183,1134
28392,5,8,32
28393,1478,1266,549
28394,334,218,1143
28395,7,33,31
28396,4,11,15
28397,5,11,22
28398,192,39,307
28399,153,309,319
28400,16,4,2
28401,2,3,69
28402,4,33,43
28403,12,6,3
28404,54,7,19
28405,7,1,55
28406,168,72,705
28407,3,1,2
28408,4,2,14
28409,8,14,28
28410,30,16,1
28411,19,13,4
28412,5,55,94
28413,41,26,12
28414,4,5,8
28415,69,52,49
28416,4,10,29
28417,4,37,5
28418,13,28,7
28419,2,1,4
28420,31,235,46
28421,13,2,14
28422,5,4,13
28423,2,17,1
28424,3,7,102
28425,1,26,11
28426,4,11,47
28427,51,159,134
28428,31,146,46
28429,22,18,23
28430,143,1,31
28431,4619,4680,1751
28432,4,37,7
28433,4,2,1
28434,1,37,17
28435,54,4,13
28436,22,1,4
28437,25,13,17
28438,214,151,370
28439,5,8,7
28440,8,14,28
28441,5,32,48
28442,2,7,19
28443,4,5,15
28444,2,39,110
28445,2043,2469,2109
28446,2081,1479,3309
28447,17,20,153
28448,29,5,28
28449,2,4,13
28450,2,4,9
28451,123,86,7
28452,2,1,18
28453,13,14,32
28454,46,16,33
28455,1,17,20
28456,176,168,72
28457,454,844,549
28458,59,50,102
28459,13,9,4
28460,4,11,31
28461,30,16,61
28462,4,2,11
28463,8,16,2
28464,16,1,118
28465,2,5,20
28466,37,28,2
28467,31,30,46
28468,7,19,13
28469,42,33,22
28470,5,16,1
28471,61,143,267
28472,31,30,46
28473,175,41,163
28474,210,384,394
28475,7,19,1654
28476,31,26,9
28477,1,7,19
28478,1,4,31
28479,3309,1200,1230
28480,17,1,20
28481,13,7,14
28482,2,4,12
28483,2,20,41
28484,237,232,739
28485,31,28,22
28486,2,4,36
28487,12,539,34
28488,5,13,4
28489,2,1,37
28490,7,10,33
28491,11,57,38
28492,2,1,3
28493,2,6,4
28494,29,19,10
28495,1,3,12
28496,419,1,51
28497,1,17,20
28498,8,28,32
28499,30,318,81
28500,22,15,1
28501,2,11,1
28502,18,24,25
28503,29,32,7
28504,4,5,13
28505,61,30,235
28506,4,5,33
28507,13,29,58
28508,4,5,8
28509,1150,4948,3214
28510,17,4,31
28511,32,37,33
28512,31,46,11
28513,1,2,3
28514,72,675,705
28515,7,2,54
28516,1,31,4
28517,13,14,130
28518,1,4,3
28519,1,2,3
28520,2,23,5
28521,13,65,14
28522,14,4,5
28523,14,168,28
28524,1,2,18
28525,1,28,10
28526,22,11,57
28527,4,36,91
28528,4,100,5
28529,965,539,861
28530,2,42,11
28531,2,7,9
28532,1,19,17
28533,13,14,28
28534,17,51,20
28535,28,7,32
28536,7,2,13
28537,26,29,10
28538,2,349,7
28539,1,7,988
28540,5,1,16
28541,5,14,32
28542,2043,2469,894
28543,2,7,37
28544,27,25,17
28545,2,159,175
28546,210,69,384
28547,1123,911,232
28548,1,64,3
28549,4,1,2
28550,4,2,5
28551,3000,2489,2469
28552,1,91,752
28553,553,176,578
28554,4,123,7
28555,705,16,703
28556,5,26,16
28557,52,56,26
28558,18,25,24
28559,7,16,42
28560,30,31,146
28561,54,2,70
28562,1,2,41
28563,4,59,5
28564,14,7,8
28565,25,4,38
28566,1768,2086,2718
28567,4,7,5
28568,2,1,7
28569,16,4928,31
28570,2,37,3
28571,7,13,126
28572,37,4,42
28573,1,3105,17
28574,5,46,22
28575,389,2,565
28576,2,17,20
28577,7,19,2
28578,13,14,7
28579,51,183,202
28580,19,8,5
28581,11,16,30
28582,51,153,134
28583,8,191,5
28584,4,5,8
28585,13,5,4
28586,1811,207,2547
28587,31,16,4
28588,553,944,967
28589,3,2,52
28590,13,14,28
28591,9528,563,631
28592,4,5,2
28593,5,4,29
28594,13,14,28
28595,1,33,11
28596,11,13,33
28597,2,11,33
28598,1,6,31
28599,17,29,7
28600,1295,1769,1776
28601,367,2862,3513
28602,16,33,20
28603,4,5,37
28604,32,10,48
28605,14,7,4
28606,8,29,15
28607,56,31,12
28608,4,2,14
28609,2,59,4
28610,16,227,86
28611,123,92,4
28612,4,5,8
28613,380,2292,13
28614,4,8,14
28615,4,5,14
28616,4,5,22
28617,6,1,12
28618,14,8,65
28619,27,25,13
28620,218,676,904
28621,14,28,4
28622,7,19,48
28623,1,17,37
28624,16,2,8
28625,134,183,210
28626,2,25,18
28627,4159,2184,3223
28628,4,11,1
28629,30,57,33
28630,1654,2081,1479
28631,4,1,31
28632,2016,1876,2525
28633,7,19,4
28634,2012,4813,5680
28635,589,942,34
28636,4,5,8
28637,539,938,861
28638,5046,7937,9512
28639,7,19,84
28640,1,2,4
28641,21,31,11
28642,50,5,102
28643,4,11,5
28644,4,8,13
28645,585,7,1
28646,5,10,14
28647,4,32,2
28648,2,627,626
28649,14,1,18
28650,2,46,8
28651,4,13,11
28652,4,1,5
28653,235,30,31
28654,876,1211,2260
28655,31,61,30
28656,2,59,18
28657,143,267,318
28658,13,14,5
28659,32,11,29
28660,4,18,24
28661,1,31,143
28662,1,51,91
28663,1,4,2
28664,13,14,4
28665,539,393,1295
28666,4,12,26
28667,8,28,2
28668,4,28,13
28669,1,18,24
28670,5,8,150
28671,4,5,14
28672,13,28,65
28673,1,6,17
28674,2,37,1
28675,967,986,2
28676,2,54,18
28677,393,12,69
28678,143,30,318
28679,4,28,2
28680,11,33,28
28681,4,5,10
28682,2,4,7
28683,14,5,4
28684,4,5,8
28685,1498,1900,1589
28686,4,5,18
28687,1,31,2
28688,4,13,1
28689,20,69,51
28690,10,8,13
28691,450,2614,197
28692,14,13,2
28693,30,438,6
28694,5,16,15
28695,30,112,11
28696,7,28,42
28697,4,5,8
28698,4869,6262,7330
28699,4,1,14
28700,153,134,183
28701,2,4,31
28702,2,31,16
28703,5,13,4
28704,50,364,339
28705,54,4494,4881
28706,4,1,5
28707,3454,3902,4433
28708,56,105,73
28709,942,2949,5677
28710,1,17,20
28711,14,28,11
28712,18,24,21
28713,4,32,65
28714,24,27,4
28715,5046,3093,9512
28716,4,5,8
28717,2,7,37
28718,28,48,1
28719,42,4,33
28720,4,5,8
28721,1818,2287,2275
28722,2,37,59
28723,31,33,16
28724,1,7,4
28725,4,2,1
28726,1,37,5
28727,28,13,10
28728,7,5,19
28729,1,17,20
28730,3632,4352,5666
28731,33,136,1
28732,6073,2213,5936
28733,7,4,19
28734,752,423,206
28735,1,30,112
28736,5,36,7
28737,2,7,4
28738,7,5,10
28739,4,556,15
28740,1,15,11
28741,26,8,9
28742,313,31,47
28743,1267,1821,1959
28744,4,11,16
28745,28,2,48
28746,2,4,7
28747,1,2,41
28748,1,2,4
28749,4,5,115
28750,29,58,7
28751,2,37,4
28752,13,5,1
28753,262,235,112
28754,4,5,65
28755,1,37,18
28756,32,2,1
28757,17,20,4
28758,4,18,24
28759,1,2,3
28760,4,5,11
28761,670,168,911
28762,21,25,1
28763,31,13,2
28764,2550,2303,1086
28765,24,4,21
28766,2,23,25
28767,13,60,26
28768,17,20,2
28769,31,4,46
28770,8251,8354,7846
28771,29,2,58
28772,30,267,112
28773,5,13,30
28774,2,37,18
28775,5,8,14
28776,8,33,28
28777,7,10,36
28778,11,30,22
28779,30,1,146
28780,2,4,38
28781,2,1,17
28782,1,2,23
28783,2,14,13
28784,4,8,14
28785,19,26,4
28786,5,2,38
28787,183,351,460
28788,30,4,1
28789,102,50,37
28790,1066,1284,5278
28791,5,7,2
28792,70,54,389
28793,5006,5818,8860
28794,7,13,54
28795,13,54,7
28796,2,4,25
28797,12,210,69
28798,51,17,541
28799,13,8,4
28800,1,7,17
28801,5646,3,1
28802,2,4,31
28803,578,4,1208
28804,7,8,19
28805,7,37,14
28806,5,11,8
28807,1478,876,2039
28808,4,8,13
28809,5,2,8
28810,7,39,26
28811,553,176,243
28812,13,4,8
28813,1,2,17
28814,1,3,12
28815,69,1,17
28816,4,19,3
28817,1,17,20
28818,418,419,805
28819,13,28,55
28820,1424,2842,2754
28821,11,16,30
28822,433,1513,841
28823,28,7,13
28824,2,7,4
28825,3280,2497,477
28826,4,59,15
28827,10,29,33
28828,4,5,2
28829,1,7,5
28830,4,5,13
28831,21,15,54
28832,2,19,59
28833,37,5,15
28834,59,50,37
28835,19,18,24
28836,12,1,2
28837,13,14,32
28838,7,13,2
28839,2,6,3
28840,1,4,13
28841,28,32,7
28842,54,14,7
28843,917,389,562
28844,37,18,24
28845,105,2,52
28846,59,37,50
28847,9,1793,4
28848,30,1,112
28849,722,528,510
28850,22,57,9
28851,1,2,20
28852,4,14,28
28853,51,153,41
28854,5,2,28
28855,51,134,153
28856,4,16,5
28857,4,5,8
28858,4,7,5
28859,3177,3244,8332
28860,2,126,39
28861,4,5,33
28862,3,52,6
28863,4,10,14
28864,2497,2639,2893
28865,4,37,42
28866,5,8,42
28867,4,5,42
28868,176,7,16
28869,84,660,7
28870,123,86,72
28871,28,8,29
28872,2,36,37
28873,4,13,32
28874,7,19,2
28875,11,22,43
28876,4,30,20
28877,1,8,37
28878,2,37,13
28879,18,25,24
28880,14,28,32
28881,4,16,5
28882,1343,1337,894
28883,11,15,31
28884,7937,9512,7831
28885,16,9,31
28886,4,8,11
28887,12,6,23
28888,4,5,30
28889,1,7,17
28890,4,5,13
28891,2,7,24
28892,14,11,8
28893,4,2,5
28894,2,1,7
28895,1034,891,450
28896,4,16,5
28897,12,183,69
28898,2,1,39
28899,1654,1,2081
28900,1,2,17
28901,61,31,6910
28902,13,5,28
28903,31,33,32
28904,5,29,7
28905,4,8,14
28906,17,20,18
28907,942,2183,3
28908,4,5,1
28909,1,384,51
28910,5,32,10
28911,12,5,10
28912,1,17,20
28913,13,29,55
28914,6,12,51
28915,218,861,589
28916,1654,2081,598
28917,31,3,2
28918,33,61,111
28919,143,61,668
28920,37,4,1
28921,100,231,40
