book_id,isbn,title,original_title,original_publication_year,language_code,genre
5342,1846054761,"The Gift (Witch & Wizard, #2)",The Gift,2010.0,,Juvenil
5343,0060092572,The Terminal Man,The Terminal Man,1972.0,eng,Thriller
5344,,"A Game of Thrones: Comic Book, Issue 1",A Song of Ice and Fire Graphic Novels,2011.0,eng,Cómic y novela gráfica
5345,1416963960,"White Cat (Curse Workers, #1)",White Cat,2010.0,eng,Juvenil
5346,0679722319,Where I'm Calling From: New and Selected Stories,Where I’m Calling From: The Selected Stories,1988.0,eng,Ficción
5347,014303541X,"Something Rotten (Thursday Next, #4)",Something Rotten,2004.0,eng,Fantasía
5348,0517580519,"The Land of Painted Caves (Earth''s Children, #6)",The Land of the Painted Caves,2011.0,eng,Ficción histórica
5349,0060569662,Autobiography of a Face,Autobiography of a Face,1994.0,eng,Memorias
5350,0062224107,Vanishing Girls,Vanishing Girls,2015.0,eng,Juvenil
5351,0736421866,Snow White and the Seven Dwarfs (Little Golden Book),Snow White and the Seven Dwarfs,1812.0,,Infantil
5352,006124242X,"Darke (Septimus Heap, #6)",Darke,2011.0,eng,Fantasía
5353,0810996162,The Wimpy Kid Movie Diary (Diary of a Wimpy Kid),The Wimpy Kid Movie Diary: How Greg Heffley Went Hollywood,2010.0,eng,Infantil
5354,0679722637,The Thin Man,The Thin Man,1934.0,eng,Misterio
5355,0316726192,Trading Up,Trading Up,2003.0,eng,Ficción
5356,0553279718,"The Uplift War (The Uplift Saga, #3)",The Uplift War,1987.0,eng,Ciencia ficción
5357,0380974738,"Rage of a Demon King (The Serpentwar Saga, #3)",Rage of a Demon King (The Serpentwar Saga #3),1997.0,eng,Fantasía
5358,0140186301,Lucky Jim,Lucky Jim,1954.0,eng,Clásicos
5359,0060534052,"A Faint Cold Fear (Grant County, #3)",A Faint Cold Fear,2003.0,eng,Thriller
5360,0399167846,"The Rose Society (The Young Elites, #2)",The Rose Society,2015.0,eng,Fantasía
5361,0345484274,Angel Falls,Angel Falls,2000.0,,Romántica
5362,0670011304,Waiting For You,Waiting For You,2009.0,eng,Juvenil
5363,147673190X,The Short and Tragic Life of Robert Peace: A Brilliant Young Man Who Left Newark for the Ivy League,The Short and Tragic Life of Robert Peace: A Brilliant Young Man Who Left Newark for the Ivy League,2014.0,eng,Biografía
5364,0425201333,Mao's Last Dancer,,2003.0,,Memorias
5365,0553807234,"The Neighbor (Detective D.D. Warren, #3)",The Neighbor,2009.0,eng,Thriller
5366,140121813X,"Y: The Last Man, Vol. 10: Whys and Wherefores (Y: The Last Man, #10)",Y: The Last Man Vol. 10: Whys And Wherefores,2008.0,eng,Cómic y novela gráfica
5367,0812520475,"Eon (The Way, #1)",Eon,1984.0,eng,Ciencia ficción
5368,0812993101,The Summer Before the War,The Summer Before the War,2016.0,eng,Ficción histórica
5369,0679723951,"Memories, Dreams, Reflections","Erinnerungen, Träume, Gedanken von C.G. Jung",1961.0,eng,Memorias
5370,0425234339,"Bullet (Anita Blake, Vampire Hunter #19)",Bullet,2010.0,eng,Fantasía
5371,1409135195,"The Scottish Prisoner (Lord John Grey, #3)",The Scottish Prisoner,2011.0,eng,Ficción histórica
5372,0060725133,"Reunion (The Mediator, #3)",Reunion,2001.0,eng,Juvenil
5373,,بيكاسو وستاربكس,بيكاسو وستاربكس,2011.0,ara,Ensayo
5374,0571206921,Laughable Loves,Směšné lásky ,1970.0,eng,Ficción
5375,0061230839,"The Secret Diaries of Miss Miranda Cheever (Bevelstoke, #1)",The Secret Diaries of Miss Miranda Cheever,2007.0,eng,Romántica
5376,1557091528,The Constitution of the United States of America,The Constitution of the United States of America,1787.0,,Historia
5377,382285980X,Gustav Klimt: 1862-1918,Gustav Klimt: le monde comme une forme féminine,1992.0,,Arte
5378,0060955228,Under the Volcano,Under the Volcano,1947.0,eng,Clásicos
5379,,Sleep Tight,Sleep tight,2014.0,eng,Thriller
5380,0679824111,"Dinosaurs Before Dark (Magic Tree House, #1)",Dinosaurs Before Dark,2002.0,eng,Infantil
5381,1416505490,Have Space Suit—Will Travel,Have Space Suit - Will Travel,1958.0,eng,Ciencia ficción
5382,1598184318,The Sea Wolf,The Sea Wolf,1904.0,eng,Clásicos
5383,0060725141,"Darkest Hour (The Mediator, #4)",Darkest Hour,2001.0,eng,Juvenil
5384,1770460608,Hark! A Vagrant,Hark! A Vagrant,2011.0,eng,Cómic y novela gráfica
5385,0375727132,The Dive From Clausen's Pier,The Dive From Clausen's Pier,2002.0,eng,Ficción
5386,0060576170,Death in Venice,Der Tod in Venedig,1912.0,eng,Clásicos
5387,0062508342,The Tibetan Book of Living and Dying,The Tibetan Book of Living and Dying,1992.0,,Religión y espiritualidad
5388,0345482409,Enchantment,Enchantment,1999.0,,Fantasía
5389,1594561796,The Fall of the House of Usher,The Fall of the House of Usher ,1839.0,eng,Clásicos
5390,141691420X,"The Soldiers of Halla (Pendragon, #10)",The Soldiers of Halla,2009.0,eng,Juvenil
5391,0385732074,"The Boyfriend List: 15 Guys, 11 Shrink Appointments, 4 Ceramic Frogs and Me, Ruby Oliver (Ruby Oliver, #1)","The Boyfriend List: 15 Guys, 11 Shrink Appointments, 4 Ceramic Frogs and Me, Ruby Oliver (Ruby Oliver, #1)",2005.0,eng,Juvenil
5392,0140236236,"Regeneration (Regeneration, #1)",Regeneration,1991.0,eng,Ficción histórica
5393,,"The Initiate (Divergent, #0.2)",Four: The Initiate,2014.0,eng,Ciencia ficción
5394,0091879205,Lucky Man,Lucky Man,2002.0,eng,Memorias
5395,1841957178,The Penelopiad,The Penelopiad,2005.0,eng,Ficción
5396,1597801607,The Improbable Adventures of Sherlock Holmes,The Improbable Adventures of Sherlock Holmes,2007.0,eng,Misterio
5397,0743265025,The Starter Wife,The Starter Wife,2005.0,,Ficción
5398,140120077X,"Fables, Vol. 2: Animal Farm","Fables, Volume 2: Animal Farm",2003.0,eng,Cómic y novela gráfica
5399,067974472X,The Fire Next Time,The Fire Next Time,1963.0,eng,Ensayo
5400,0786837462,Don't Let the Pigeon Stay Up Late!,Don't Let the Pigeon Stay Up Late!,2006.0,eng,Infantil
5401,1401204953,We3,We3,2005.0,eng,Cómic y novela gráfica
5402,0060096128,"Princess in Pink (The Princess Diaries, #5)",Princess in Pink,2003.0,eng,Juvenil
5403,0061288853,"The Coffin Club (Vampire Kisses, #5)","The Coffin Club (Vampire Kisses, #5)",2008.0,eng,Juvenil
5404,0375753141,Main Street,Main Street,1920.0,eng,Clásicos
5405,,Percy Jackson's Greek Gods (A Percy Jackson and the Olympians Guide),Percy Jackson's Greek Gods,2014.0,eng,Juvenil
5406,0618683070,"Dairy Queen (Dairy Queen, #1)",Dairy Queen,2006.0,eng,Juvenil
5407,0061493341,Telegraph Avenue,Telegraph Avenue,2012.0,eng,Ficción
5408,0385341962,"Undone (Will Trent, #3)",Genesis,2009.0,eng,Thriller
5409,125005480X,The Book of Speculation,The Book of Speculation,2015.0,eng,Ficción
5410,042523567X,"Flirt (Anita Blake, Vampire Hunter #18)",Flirt,2009.0,eng,Fantasía
5411,0515124214,"Inner Harbor (Chesapeake Bay Saga, #3)",Inner Harbor (Chesapeake Bay Saga #3),1998.0,eng,Romántica
5412,0061779725,"Bite Me (A Love Story, #3)",Bite Me,2010.0,eng,Ficción
5413,0394719689,Zen of Seeing: Seeing/Drawing as Meditation,Zen of Seeing: Seeing/Drawing as Meditation,1973.0,,Arte
5414,0886778581,"Green Rider (Green Rider, #1)",Green Rider,1998.0,eng,Fantasía
5415,0785729194,"The Dragonriders of Pern (Dragonriders of Pern, #1-3)",The Dragonriders of Pern,1968.0,,Ciencia ficción
5416,1594631395,"Boy, Snow, Bird","Boy, Snow, Bird",2013.0,eng,Ficción
5417,0312939035,"E is for Evidence (Kinsey Millhone, #5)",E Is for Evidence,1988.0,,Misterio
5418,140006760X,"The Social Animal: The Hidden Sources of Love, Character, and Achievement","The Social Animal: The Hidden Sources of Love, Character, and Achievement",2011.0,eng,Psicología
5419,0385533411,Solar,Solar,2010.0,eng,Ficción
5420,0226458083,The Structure of Scientific Revolutions,The Structure of Scientific Revolutions,1962.0,eng,Ciencia
5421,0312424671,Small Island,Small Island,2004.0,eng,Ficción histórica
5422,1250022134,"A Great Reckoning (Chief Inspector Armand Gamache, #12)",A Great Reckoning,2016.0,eng,Misterio
5423,0446610178,The Sky is Falling,The Sky is Falling,2000.0,eng,Thriller
5424,0385517254,The Fifth Discipline: The Art & Practice of The Learning Organization,,1990.0,,Negocios
5425,0553265954,Darkness at Noon,Sonnenfinsternis,1940.0,eng,Clásicos
5426,0425238814,"The Perfect Play (Play by Play, #1)",The Perfect Play,2011.0,eng,Romántica
5427,0767915593,Straight Talking,Straight Talking,1997.0,,Romántica
5428,0441014186,"Dauntless (The Lost Fleet, #1)","Dauntless (The Lost Fleet, #1)",2006.0,,Ciencia ficción
5429,0007133618,"The Curse of Chalion (World of the Five Gods, #1)",The Curse of Chalion,2000.0,eng,Fantasía
5430,0778322858,Me & Emma,Me & Emma,2005.0,,Ficción
5431,0515136263,"Chesapeake Blue (Chesapeake Bay Saga, #4)","Chesapeake Blue (Chesapeake Bay Saga, #4)",2002.0,eng,Romántica
5432,0316040096,Ash,Ash,2009.0,eng,Juvenil
5433,000721975X,"The Burning Land (The Saxon Stories, #5)",The Burning Land,2009.0,eng,Ficción histórica
5434,0609807919,"Second Helpings (Jessica Darling, #2)","Second Helpings (Jessica Darling, #2)",2003.0,eng,Juvenil
5435,0893816949,Diane Arbus: Monograph,Diane Arbus: An Aperture Monograph,1972.0,,Arte
5436,0763620912,"The Earth, My Butt, and Other Big Round Things","The Earth, My Butt, and Other Big Round Things",2003.0,eng,Juvenil
5437,1551111721,Lord Jim,Lord Jim,1900.0,eng,Clásicos
5438,0375836977,A Color of His Own,A Color of His Own,1975.0,,Infantil
5439,0671664263,Don't Panic: The Official Hitchhiker's Guide to the Galaxy Companion,Don't Panic: The Official Hitchhikers Guide to the Galaxy Companion,1987.0,eng,No ficción
5440,0142400769,"Things Not Seen (Things, #1)",Things Not Seen,2002.0,eng,Juvenil
5441,,House,House,2006.0,eng,Terror
5442,0765335344,"Vicious (Villains, #1)",Vicious,2013.0,eng,Ciencia ficción
5443,0425194523,"Raise the Titanic! (Dirk Pitt, #4)",Raise the Titanic!,1976.0,eng,Aventura
5444,078685149X,The Supernaturalist,The Supernaturalist,2004.0,eng,Juvenil
5445,0060852003,"Queen of Babble in the Big City (Queen of Babble, #2)",Queen of Babble in the Big City,2007.0,eng,Romántica
5446,0394900871,Yertle the Turtle and Other Stories,Yertle the Turtle (Classic Seuss),1958.0,eng,Infantil
5447,1609071220,The Rent Collector,,2012.0,eng,Ficción
5448,037570342X,Family Matters,Family Matters,2001.0,eng,Ficción
5449,0553588729,The Happiest Baby on the Block: The New Way to Calm Crying and Help Your Newborn Baby Sleep Longer,The Happiest Baby on the Block,2002.0,eng,Autoayuda
5450,,"Until You (Fall Away, #1.5)",Until You,2013.0,,Romántica
5451,,Perahu Kertas,Perahu Kertas,2004.0,ind,Ficción
5452,0786856920,Schooled,Schooled,2000.0,eng,Juvenil
5453,1936608898,It Starts with Food: Discover the Whole30 and Change Your Life in Unexpected Ways,It Starts with Food: Discover the Whole30 and Change Your Life in Unexpected Ways,2012.0,eng,Autoayuda
5454,0151012709,Merle's Door: Lessons from a Freethinking Dog,Merle's Door: Lessons from a Freethinking Dog,2007.0,eng,Memorias
5455,0440227194,"Brian''s Winter (Brian''s Saga, #3)",Brian's Winter,1996.0,eng,Juvenil
5456,0452287073,How the García Girls Lost Their Accents ,How the Garcia Girls Lost Their Accents ,1991.0,eng,Ficción
5457,,"Be with Me (Wait for You, #2)",Be with Me,2014.0,eng,Romántica
5458,1406501077,"Jo''s Boys (Little Women, #3)","Jo''s Boys, and How They Turned Out: A Sequel to 'Little Men'""""",1886.0,eng,Clásicos
5459,0525955100,Home (Myron Bolitar #11),Home ,2016.0,eng,Thriller
5460,0872860744,Notes of a Dirty Old Man,Notes of a Dirty Old Man,1969.0,eng,Ficción
5461,0525952896,"The Absent One (Department Q, #2)",Fasandræberne,2008.0,eng,Thriller
5462,1594486344,The Good Lord Bird,The Good Lord Bird,2013.0,eng,Ficción histórica
5463,0689840349,"Greenwitch (The Dark Is Rising, #3)",Greenwitch,1974.0,eng,Fantasía
5464,158240612X,"The Walking Dead, Vol. 05: The Best Defense","The Walking Dead, Vol. 5: The Best Defense",2006.0,eng,Cómic y novela gráfica
5465,0671023462,"Kissed by an Angel/The Power of Love/Soulmates (Kissed by an Angel, #1-3)",,1995.0,eng,Juvenil
5466,,"Take a Chance (Rosemary Beach, #7; Chance, #1)","Take a Chance (Chance, #1)",2014.0,eng,Romántica
5467,0062072188,"Portrait of a Spy (Gabriel Allon, #11)",Portrait of a Spy,2011.0,eng,Thriller
5468,0316012823,"One Good Turn (Jackson Brodie, #2)",One Good Turn,2006.0,eng,Misterio
5469,0064407330,"Abarat (Abarat, #1)",Abarat,2002.0,eng,Fantasía
5470,0586203192,"2061: Odyssey Three (Space Odyssey, #3)",2061: Odyssey Three,1987.0,eng,Ciencia ficción
5471,,What Got You Here Won't Get You There: How Successful People Become Even More Successful,What Got You Here Won't Get You There: How Successful People Become Even More Successful,2007.0,,Negocios
5473,0061284424,"Afterlife (Evernight, #4)",Afterlife,2011.0,eng,Juvenil
5474,0399250484,Slam,Slam,2007.0,eng,Juvenil
5475,0547628382,"Dark Triumph (His Fair Assassin, #2)","Dark Triumph (His Fair Assassin, #2)",2013.0,eng,Juvenil
5476,0544289595,The Crossover,The Crossover,2014.0,eng,Juvenil
5477,,"Edensor (Tetralogi Laskar Pelangi, #3)",Edensor,2007.0,ind,Ficción
5478,0739464469,The Line of Beauty,The Line of Beauty,2004.0,eng,Ficción
5479,0749009519,The Rose Garden,The Rose Garden,2011.0,eng,Romántica
5480,1595541217,Monster,Monster,2005.0,eng,Terror
5481,0451208188,"The English Assassin (Gabriel Allon, #2)",The English Assassin,2002.0,eng,Thriller
5482,0743284887,Chuck Klosterman IV: A Decade of Curious People and Dangerous Ideas,Chuck Klosterman IV: A Decade of Curious People and Dangerous Ideas,2006.0,eng,Ensayo
5483,0060833459,The Effective Executive: The Definitive Guide to Getting the Right Things Done (Harperbusiness Essentials),The Effective Executive: The Definitive Guide to Getting the Right Things Done (Harperbusiness Essentials),1966.0,,Negocios
5484,1632150190,"The Wicked + The Divine, Vol. 1: The Faust Act","The Wicked + The Divine, Vol. 1: The Faust Act",2014.0,eng,Cómic y novela gráfica
5485,0553808036,Innocence,Innocence,2013.0,eng,Thriller
5486,0399154779,"Dark of the Moon (Virgil Flowers, #1)",Dark of the Moon,2004.0,eng,Thriller
5487,1401917593,The Law of Attraction: The Basics of the Teachings of Abraham,The Law of Attraction: The Basics of the Teachings of Abraham,2006.0,,Religión y espiritualidad
5488,1423157524,"In The Afterlight (The Darkest Minds, #3)",In The Afterlight,2014.0,eng,Juvenil
5489,0373210450,"Goddess Interrupted (Goddess Test, #2)",Goddess Interrupted,2012.0,eng,Juvenil
5490,0689859384,"Lucinda''s Secret (The Spiderwick Chronicles, #3)",Lucinda’s Secret,2003.0,eng,Infantil
5491,0688213855,"Henry Huggins (Henry Huggins, #1)",Henry Huggins,1950.0,eng,Infantil
5492,0064434516,Bedtime for Frances,Bedtime for Frances,1960.0,eng,Infantil
5493,4770020678,Totto-chan: The Little Girl at the Window,窓ぎわのトットちゃん,1981.0,eng,Memorias
5494,0804178429,"Half the World (Shattered Sea, #2)",Half the World,2015.0,eng,Fantasía
5495,0375758259,When Genius Failed: The Rise and Fall of Long-Term Capital Management,When Genius Failed: The Rise and Fall of Long-Term Capital Management,2000.0,eng,Negocios
5496,1590303164,Writing Down the Bones: Freeing the Writer Within,Writing Down the Bones: Freeing the Writer Within,1986.0,eng,Autoayuda
5497,0316000981,"Hunters of the Dusk (Cirque Du Freak, #7)","Hunters of the Dusk (Cirque Du Freak, #7)",2002.0,,Juvenil
5498,0886777631,"City of Golden Shadow (Otherland, #1)",City of Golden Shadow,1996.0,eng,Ciencia ficción
5635,1523662441,RoomHate,RoomHate,2016.0,eng,Romántica
5499,0425217299,"An Ice Cold Grave (Harper Connelly, #3)",An Ice Cold Grave,2007.0,eng,Misterio
5500,,Jacob Have I Loved,Jacob Have I Loved,1980.0,eng,Juvenil
5501,0316089516,The Postcard Killers,The Postcard Killers,2010.0,eng,Thriller
5502,1421536382,"Kamisama Kiss, Vol. 1",神様はじめました 1,2008.0,eng,Cómic y novela gráfica
5503,,"Maybe Not (Maybe, #1.5)",Maybe Not,2014.0,eng,Romántica
5504,0689869118,"Black Water (Pendragon, #5)",Black Water,2004.0,eng,Juvenil
5505,0425093255,"Five Little Pigs (Hercule Poirot, #24)",Five Little Pigs,1942.0,eng,Misterio
5506,0345524497,Embassytown,Embassytown,2011.0,eng,Ciencia ficción
5507,0553582763,By the Light of the Moon,By the Light of the Moon,2002.0,,Thriller
5508,0553212419,"Sherlock Holmes: The Complete Novels and Stories, Volume I","Sherlock Holmes: The Complete Novels and Stories, Volume I",1927.0,eng,Clásicos
5509,0060809086,"Strong Poison (Lord Peter Wimsey, #6)",Strong Poison,1930.0,eng,Misterio
5510,0836220625,The Far Side Gallery,The Far Side Gallery,1984.0,eng,Cómic y novela gráfica
5511,0373210698,"The Eternity Cure (Blood of Eden, #2)",The Eternity Cure,2013.0,eng,Juvenil
5512,0425163717,"Holiday in Death (In Death, #7)",Holiday in Death,1998.0,eng,Thriller
5513,,"Thief (Love Me with Lies, #3)",Thief,2013.0,eng,Romántica
5514,074349282X,Between a Rock and a Hard Place,Between a Rock and a Hard Place,2004.0,eng,Memorias
5515,0345379063,"Legend (The Drenai Saga, #1)",Legend ,1984.0,eng,Fantasía
5516,0803736703,"Three Times Lucky (Tupelo Landing, #1)",,2012.0,eng,Infantil
5517,0330418882,"Every Boy''s Got One (Boy, #3)","Every Boy''s Got One (Boy, #3)",2004.0,eng,Romántica
5518,0451166604,Small Sacrifices: A True Story of Passion and Murder,Small Sacrifices: A True Story of Passion and Murder,1987.0,eng,No ficción
5519,0385538898,The Guest Room,,2016.0,eng,Ficción
5520,0811874559,All My Friends Are Dead,All My Friends Are Dead,2010.0,eng,Cómic y novela gráfica
5521,1405038160,"The Six Sacred Stones (Jack West Jr, #2)",The Six Sacred Stones,2007.0,eng,Aventura
5522,051512317X,"Rising Tides (Chesapeake Bay Saga, #2)",Rising Tides (Chesapeake Bay Saga #2),1998.0,eng,Romántica
5523,1421506130,"Bleach, Volume 15",Bleach―ブリーチ― 15,2004.0,eng,Cómic y novela gráfica
5524,0060727535,Cash,Cash: The Autobiography of Johnny Cash,1997.0,eng,Biografía
5525,0006471250,A Stranger In The Mirror,A Stranger in the Mirror,1976.0,eng,Thriller
5526,0375821821,Flush,Flush,2005.0,eng,Juvenil
5527,0679600213,Out of Africa,Out of Africa,1937.0,eng,Memorias
5528,0743281632,"The Watchman (Elvis Cole, #11; Joe Pike, #1)",The Watchman,2007.0,eng,Thriller
5529,1400067820,Antifragile: Things That Gain from Disorder,Antifragile: Things That Gain from Disorder,2012.0,eng,Ensayo
5530,0062267728,"From Ashes (From Ashes, #1)",,2012.0,eng,Romántica
5531,1451683405,Free Will,Free Will,2012.0,eng,Ensayo
5532,149262246X,This Is Where It Ends,This Is Where It Ends,2016.0,eng,Juvenil
5533,0778324214,"Stray (Shifters, #1)",Stray,2007.0,eng,Fantasía
5534,0316018600,A Summer Affair,A Summer Affair,2008.0,,Romántica
5535,0385737432,Liar & Spy,Liar & Spy,2012.0,eng,Juvenil
5536,0142302392,"Mariel of Redwall (Redwall, #4)",Mariel of Redwall,1991.0,,Infantil
5537,0142003344,The Blank Slate: The Modern Denial of Human Nature,The Blank Slate: The Modern Denial of Human Nature,2002.0,eng,Ensayo
5538,0345496531,The Dreaming Void,The Dreaming Void,2007.0,eng,Ciencia ficción
5539,0545040566,"Being Nikki (Airhead, #2)",Being Nikki,2009.0,eng,Juvenil
5540,0743482859,Antony and Cleopatra,The Tragedie of Antony and Cleopatra,1606.0,eng,Clásicos
5541,0689839081,"Among the Impostors (Shadow Children, #2)","Among the Impostors (Shadow Children, #2)",2001.0,eng,Juvenil
5542,1442413174,"Thirst No. 3: The Eternal Dawn (Thirst, #3)",The Eternal Dawn,2010.0,eng,Juvenil
5543,0743442849,Addicted,Addicted,1998.0,eng,Ficción
5544,0765329581,"Article 5 (Article 5, #1)",Article 5,2012.0,eng,Juvenil
5545,0312241356,"And the Band Played On: Politics, People, and the AIDS Epidemic","And the Band Played On: Politics, People, and the AIDS Epidemic",1987.0,,No ficción
5546,,"Found in You (Fixed, #2)",Found in You,2013.0,eng,Romántica
5547,0440244447,"Midnight Rising (Midnight Breed, #4)",Midnight Rising,2008.0,eng,Romántica
5548,0060534044,"Kisscut (Grant County, #2)",Kisscut,2002.0,eng,Thriller
5549,1936365014,It Chooses You,,2011.0,eng,Memorias
5550,0747549923,Last Exit to Brooklyn,Last Exit to Brooklyn,1964.0,eng,Ficción
5551,0571207766,The Feast of the Goat,La fiesta del chivo,2000.0,eng,Ficción histórica
5552,0439755204,"Drums, Girls & Dangerous Pie (Drums, Girls & Dangerous Pie, #1)","Drums, Girls & Dangerous Pie",2004.0,eng,Juvenil
5553,1439172560,The First Bad Man,The First Bad Man,2015.0,eng,Ficción
5554,0886776066,"To Green Angel Tower, Part 2 (Memory, Sorrow, and Thorn, #3; Part 2)",To Green Angel Tower (Storm),1993.0,eng,Fantasía
5555,,"Jet (Marked Men, #2)",Jet,2013.0,eng,Romántica
5556,1400097029,The Sea,The Sea,2005.0,eng,Ficción
5557,0316405345,Invisible,Invisible,2014.0,eng,Thriller
5558,0425210758,Mr. Murder,Mr. Murder,1993.0,eng,Thriller
5559,0316074144,"Changeless (Parasol Protectorate, #2)",Changeless,2010.0,eng,Fantasía
5560,0812505182,The Magic of Recluce (The Saga of Recluce #1),The Magic of Recluce,1991.0,eng,Fantasía
5561,0451211030,"The Bastard (Kent Family Chronicles, #1)","The Bastard (Kent Family Chronicles, Vol. 1)",1974.0,eng,Ficción histórica
5562,1594745765,"The Last Policeman (The Last Policeman, #1)",The Last Policeman,2012.0,eng,Ciencia ficción
5564,0446608378,Thunderhead,Thunderhead,1999.0,eng,Thriller
5565,0316106534,"Allies of the Night (Cirque du Freak, #8)","Allies of the Night (Cirque Du Freak, Book 8)",2002.0,,Juvenil
5566,0425241505,"Dragon Bound (Elder Races, #1)",Dragon bound,2011.0,eng,Fantasía
5567,0553269216,"Rainbow Valley (Anne of Green Gables, #7)",Rainbow Valley,1919.0,eng,Clásicos
5568,0843955848,The Colorado Kid (Hard Case Crime #13),The Colorado Kid,2005.0,eng,Misterio
5569,0194232638,The Monkey's Paw (Oxford Bookworms),The Monkey's Paw,1902.0,eng,Clásicos
5570,0553297260,Darkness,Darkness,1991.0,,Terror
5571,157683932X,The Pursuit of Holiness,The Pursuit of Holiness,1978.0,eng,Religión y espiritualidad
5572,0380811081,"Again the Magic (Wallflowers, #0)",Again the Magic ,2004.0,eng,Romántica
5573,0061093327,Low Country,Low Country,1998.0,eng,Ficción
5574,0385737637,Revolution,Revolution,2010.0,eng,Juvenil
5575,0345451325,Halo: The Fall of Reach,The Fall of Reach,2001.0,eng,Ciencia ficción
5576,0061957917,"Ever After (The Hollows, #11)",,2013.0,eng,Fantasía
5577,0446324825,Audrey Rose,Audrey Rose,1975.0,,Terror
5578,110194661X,The Nix,The Nix,2016.0,eng,Ficción
5579,0061935107,"Vanish (Firelight, #2)",Vanish,2011.0,eng,Juvenil
5580,0836218523,The Calvin and Hobbes Lazy Sunday Book,The Calvin and Hobbes Lazy Sunday Book,1989.0,eng,Cómic y novela gráfica
5581,0809510839,Carmilla,Carmilla,1872.0,eng,Clásicos
5582,0439436567,"Drowned Wednesday (The Keys to the Kingdom, #3)",Drowned Wednesday,2004.0,eng,Juvenil
5583,0375829830,Saving Francesca,Saving Francesca,2003.0,eng,Juvenil
5584,,"Avoiding Commitment (Avoiding, #1)",Avoiding Commitment,2012.0,eng,Romántica
5585,0316224189,"Confessions of a Murder Suspect (Confessions, #1)",Confessions of a murder suspect,2012.0,eng,Juvenil
5586,1401205011,"Y: The Last Man, Vol. 6: Girl on Girl (Y: The Last Man, #6)",Y: The Last Man Vol. 6: Girl on Girl,2005.0,eng,Cómic y novela gráfica
5587,0307394956,Skeletons at the Feast,Skeletons at the Feast,2008.0,,Ficción histórica
5588,0449221490,"L is for Lawless (Kinsey Millhone, #12)",L is for Lawless,1994.0,,Misterio
5589,0440420059,Milkweed,Milkweed,2003.0,eng,Juvenil
5590,0060283262,If You Give a Pig a Party,If You Give a Pig a Party (If You Give...),2000.0,,Infantil
5591,0140157727,"Virtual Light (Bridge, #1)",Virtual Light,1993.0,eng,Ciencia ficción
5592,0061719544,American on Purpose: The Improbable Adventures of an Unlikely Patriot,American on Purpose,2009.0,eng,Memorias
5593,1401303382,Always Looking Up: The Adventures of an Incurable Optimist,Always Looking Up: The Adventures of an Incurable Optimist,2008.0,eng,Memorias
5594,0061852058,"Nine Rules to Break When Romancing a Rake (Love By Numbers, #1)",Nine Rules to Break When Romancing a Rake,2010.0,eng,Romántica
5595,0316185906,The Lifeboat,The Lifeboat,2012.0,eng,Ficción
5596,0781805503,Quo Vadis,Quo vadis?,1895.0,eng,Clásicos
5597,0062235796,"The Jewel (The Lone City, #1)",The Jewel,2014.0,eng,Juvenil
5598,0439672449,"The Fire Within (The Last Dragon Chronicles, #1)",The Fire Within,2001.0,eng,Juvenil
5599,0586203818,"Servant of the Empire (The Empire Trilogy, #2)","Servant of the Empire (The Empire Trilogy, #2)",1990.0,eng,Fantasía
5600,0515144592,"The Hollow (Sign of Seven, #2)",The Hollow,2008.0,eng,Romántica
5601,0590259385,Is Your Mama a Llama?,Is Your Mama A Llama?,1989.0,,Infantil
5602,1476792496,"After We Collided (After, #2)",After We Collided,2013.0,eng,Romántica
5603,0385535635,"Heads in Beds: A Reckless Memoir of Hotels, Hustles, and So-Called Hospitality","Heads in Beds: A Reckless Memoir of Hotels, Hustles, and So-Called Hospitality",2012.0,,Memorias
5604,067975833X,Confederates in the Attic: Dispatches from the Unfinished Civil War,Confederates in the Attic: Dispatches from the Unfinished Civil War,1998.0,eng,Historia
5605,0312546343,"This Book Is Full of Spiders: Seriously, Dude, Don''t Touch It (John Dies at the End, #2)",,2012.0,eng,Terror
5606,3822835536,Dali: The Paintings,Dali: The Paintings,1994.0,,Arte
5607,1416505067,"Seven Deadly Wonders (Jack West Jr, #1)",Seven Ancient Wonders,2005.0,eng,Aventura
5608,1605045535,"Unleashed (Ross Siblings, #1)",,2009.0,eng,Romántica
5609,0345443586,"Mistral''s Kiss (Merry Gentry, #5)",Mistral's Kiss,2006.0,eng,Fantasía
5610,0743287932,The 8th Habit: From Effectiveness to Greatness,,,eng,Autoayuda
5611,044640098X,Desire Unchained (Demonica #2),Desire Unchained (Shadow Lover),2009.0,eng,Romántica
5612,0399146261,Cold Fire / Hideaway / The Key to Midnight,Cold Fire ; Hideaway; The Key to Midnight,2000.0,eng,Thriller
5636,1416960597,Living Dead Girl,Living Dead Girl,2008.0,eng,Juvenil
5613,0765327821,"I Am Not A Serial Killer (John Cleaver, #1)","I Am Not A Serial Killer (John Cleaver, #1)",2009.0,eng,Terror
5614,1476789258,Eight Hundred Grapes,Eight Hundred Grapes,2015.0,,Ficción
5615,044900578X,"Welcome to the World, Baby Girl! (Elmwood Springs, #1)","Welcome to the World, Baby Girl!",1998.0,eng,Ficción
5616,0393318680,Filth,Filth,1998.0,eng,Ficción
5617,0316066346,The Girls,The Girls,2005.0,eng,Ficción
