book_id,rec_1,rec_2,rec_3
2521,2902,5318,1506
8792,3377,1041,4104
74,88,275,6
902,2574,2497,2751
1016,3158,3035,3653
2113,3461,3490,4269
2383,4294,4512,1534
2574,3198,2751,4025
2723,2401,5459,3155
2751,3965,2497,3198
2768,2641,2774,2525
2774,2768,4875,2641
2893,3467,4358,2384
3050,4618,4463,5941
3198,2574,4025,3965
3366,3982,3705,4590
3461,2113,4269,3490
3467,2893,4358,3494
3490,3784,4269,2113
3494,4437,3507,3467
3705,3982,4025,4590
3940,4802,4876,3653
3982,3705,4025,4590
4025,3705,3965,3982
4111,2888,2207,1911
4358,4590,3705,3982
4437,3494,4617,3507
4463,4512,4294,3537
4512,4294,4463,2383
4590,3982,3705,3366
4626,7643,8006,8644
4875,2774,2768,2641
5196,8649,7676,4837
5309,5656,6580,6163
5459,2723,2401,3155
5669,3005,2791,4463
6068,7040,5039,7791
6987,3035,1016,3431
7177,6698,8796,8467
7211,3870,3280,3705
7643,8006,4626,8070
8006,7643,4626,9040
8649,7676,5196,4837
8772,9005,8759,6878
8796,6698,7177,8468
9005,8772,8759,6878
9288,6696,7463,4294
9314,9040,8070,7938
157,251,102,358
251,157,358,364
358,251,157,364
364,251,157,358
454,844,549,728
798,251,364,157
804,855,773,714
1389,1124,951,854
2041,2155,1360,1423
2095,391,1348,3047
2440,1055,9966,8973
2504,3942,8214,2426
3047,3274,1348,5303
3274,3047,798,1348
3942,8214,2504,2426
4877,5446,3047,1348
5446,6334,4877,7611
6283,9961,3412,3141
6334,5446,3047,3274
7186,6919,9550,8845
8665,6841,7330,4245
1865,7419,4252,2694
4160,2521,2902,1663
4284,9123,2131,2177
4606,4108,3511,8295
4894,3669,1855,1865
5009,3139,9884,2131
5198,3511,8295,4108
7683,2163,5449,6255
149,475,6,88
280,525,1118,166
435,280,525,149
475,149,1849,88
525,1118,280,435
559,63,1088,2197
564,68,74,382
685,1820,2265,2845
978,379,1400,137
1192,4950,3228,6
1523,3956,6773,280
1532,791,1052,1899
1587,396,482,231
1879,2708,1748,2589
1919,1583,1720,1297
1944,2577,586,4343
2077,4343,6721,8206
2114,291,482,396
2268,6627,6569,9585
2577,1944,586,2077
2824,417,1361,613
3067,4133,3042,1599
3090,557,851,306
3386,2575,1599,3042
3812,3293,8457,1386
3956,6773,1523,525
4343,6721,2077,8206
5448,779,2612,5037
6199,1439,2114,124
6544,4146,5835,7918
6565,5320,275,987
6569,9585,6627,9421
6627,9585,6569,9510
6721,8206,4343,2077
7400,2725,6470,1614
8206,6721,4343,2077
9273,7331,4302,3835
9663,3997,136,8811
9763,6674,1244,435
6822,3351,972,699
637,432,1980,48
870,366,2174,687
1056,239,8112,502
2790,366,3572,1333
2910,2023,5211,4968
3074,4879,6317,3867
3485,3625,6202,474
3598,7257,1392,5482
3609,1224,6997,439
4477,2503,5531,5806
4848,195,906,1185
5806,3485,3625,6202
6202,3485,3625,1294
6917,2953,467,2914
7950,969,193,8929
8124,239,665,5562
8316,7538,5961,6876
8404,2727,2903,3049
8600,4055,822,2316
9204,1672,969,5101
9299,9538,167,191
708,629,1506,1206
972,699,706,298
1529,1663,1835,708
5525,6200,4353,6306
8403,4270,7990,8390
8704,4104,8792,2131
1487,4759,179,1458
1539,2037,2840,1688
2649,3225,6867,1595
2742,3442,31,208
3570,1514,2651,687
3893,1710,2250,4079
4370,881,211,1601
5076,8975,9630,3650
5482,3598,1392,6750
6475,8975,5076,9630
6553,7668,6607,959
6620,6220,5537,7480
6726,662,467,378
6865,6559,54,9969
7275,2590,385,1252
7372,7292,398,3597
7917,9834,6612,1378
8046,1621,4117,3235
8975,9630,5076,6475
9172,3540,3828,1500
9649,4727,7990,8390
9899,537,6095,1524
9969,920,6213,1442
99,96,34,218
1159,1567,1675,3787
1313,5885,4749,2115
1386,847,1762,1675
2128,7710,8881,1644
3293,1386,8094,1202
3579,6866,8384,895
4322,5355,2546,4009
5328,2463,8378,4599
8218,7468,2597,1383
8384,3579,6866,673
8457,3812,3293,1386
8627,1723,4898,267
618,1631,514,3594
1571,2328,350,284
3476,2193,570,795
3675,2253,408,8382
3761,4099,4478,5154
3808,6863,4942,3472
4707,3761,5154,9143
4772,1427,5313,176
5024,8692,6808,4704
5210,6820,9303,7622
5238,5128,2806,1908
5508,6456,3594,1631
6128,5881,3505,1949
6612,7917,3782,1269
7715,6157,7869,380
9083,3476,570,2193
619,1516,1371,537
1650,4333,1320,1695
1755,3029,3620,4353
2073,1755,3029,3620
2323,3760,5423,3620
2595,1755,6306,3620
3009,9762,582,680
3029,1755,4353,3620
3620,1755,3029,4353
3640,4353,3029,3620
3760,2323,3620,5423
4353,3640,3029,5525
5423,6324,4924,5525
6306,6200,4924,5525
6324,5423,6399,6200
6399,6324,5423,6306
610,143,267,437
877,1322,89,3370
917,1230,1346,2828
1511,307,192,9410
1728,2116,4961,1668
2064,1020,8153,8438
2149,2527,165,39
2334,8641,1203,3441
2570,1405,572,3329
2933,88,164,149
3532,5494,4543,3697
4759,1487,848,5108
4842,6299,3322,148
4987,3435,3103,277
5409,678,458,1538
5494,3532,4543,3697
6870,8439,9772,9977
7900,8029,4621,2218
9173,5335,1443,5932
9772,8439,9977,6454
2021,3753,992,4297
2705,5322,6658,7797
4067,457,7407,3070
4428,3440,1491,1517
4653,2209,4271,5840
6604,5774,4108,4606
6732,7829,1907,478
512,2209,97,402
3785,3310,462,3939
4106,177,485,1041
5088,4981,2860,5229
6011,956,6046,7517
6787,1999,7812,1571
7398,439,7723,1314
403,479,3923,772
1079,9236,303,790
1185,409,515,1202
1367,3818,4273,89
1677,1296,640,1592
1775,1632,3051,1478
1916,1222,1373,6959
2312,2564,1646,760
3127,1641,1980,637
3837,2561,1845,5257
4120,900,5258,2503
4504,887,3808,1135
4937,793,857,1707
5765,1969,408,900
5804,1570,1250,129
5863,763,1642,354
7838,3699,6898,427
8920,1389,1124,484
9478,1847,1168,6390
9936,8152,1847,606
3156,3048,5851,8355
4441,3124,3719,3903
7842,9191,4711,653
8160,3586,663,5120
8355,3156,3048,5851
505,3286,3614,3918
1622,1178,116,58
2175,3421,3572,366
2220,932,4823,3361
3033,2950,1048,1739
3262,9793,5033,1598
3264,2942,840,3776
3543,687,1313,408
3661,5779,2686,2220
4332,3404,8633,4149
4620,1683,5495,8064
4836,2044,8977,758
5358,6184,6615,4091
5418,7754,2465,537
5524,2320,6400,1309
5604,9337,4811,4140
5627,9714,1161,5804
6045,5378,7734,4973
6937,6487,3661,990
6999,5678,4605,3400
7145,9768,8662,4047
7205,2967,8666,256
7375,8666,9984,1449
8140,3464,5783,55
8873,6180,570,795
568,532,735,1623
789,890,276,2196
890,789,276,2196
1099,6166,3480,6390
1357,1721,1218,6978
1503,2025,2274,1299
1800,4515,4326,974
2240,387,1186,3364
2288,1978,4691,81
2709,9612,3379,560
3027,2025,2274,1299
3321,7169,9754,1797
3505,6128,3523,9214
3840,462,4054,2308
3911,1281,467,638
4520,930,1136,6413
4727,7990,8011,7444
5033,7575,1598,7649
5460,5865,2344,1960
6892,7008,2316,8975
9085,1620,360,4515
9323,8508,5908,6877
9667,7622,2342,8611
346,518,229,257
503,2536,897,432
545,601,364,339
639,497,1207,1896
1026,864,1275,712
1234,4598,6670,604
1275,1026,864,712
1469,876,1548,679
1648,1211,876,7951
1984,1211,6106,863
1988,5325,870,7612
2101,3054,3275,4603
2210,1574,3403,593
2750,9661,8856,2311
2860,1106,3795,1937
5163,6258,1303,4744
6860,6632,3353,1478
7827,2643,2010,4597
7998,5670,6258,4744
8836,2425,3896,690
8888,7430,4645,3580
9456,4598,1234,6670
226,244,30,61
1270,1703,1915,1282
2520,8223,6120,430
3370,877,7039,7524
3540,4388,1500,1915
4388,3540,1282,3828
4899,8939,5421,3792
5019,2766,2129,1315
5202,5849,1315,2766
5315,5146,895,1312
6120,8223,2520,1082
6329,3427,2292,291
6449,4097,3368,2805
6479,926,1433,6623
6594,1915,1500,380
8223,6120,2520,1703
8902,869,7032,6265
9169,2080,7189,112
9214,6128,5881,3505
888,549,661,905
2052,4149,1280,341
2408,7326,1085,1443
3364,1186,387,2240
3628,1788,1010,780
4009,5355,2546,2340
5089,8053,994,1465
5397,2546,5918,465
7468,2597,1383,8218
1914,3754,3978,5782
3754,3978,1914,5782
7039,7524,3370,868
299,1097,174,448
832,3824,4423,5340
907,2858,2882,3168
1181,1151,1067,1226
1400,978,379,1723
1612,3865,4402,907
1821,1694,1959,1627
1966,5158,1751,1930
2030,5588,3612,2823
2094,2138,2264,1959
2264,2094,2138,1959
2372,3097,4259,4430
2800,3053,2264,2094
2858,3168,2882,907
2882,3168,2858,907
3097,4259,4172,2372
3168,2858,2882,907
3824,4423,4757,5340
3865,4402,1612,3168
3957,4506,5176,5417
4172,4259,3097,5818
4259,4172,3097,5818
4402,3865,1612,3168
4423,4757,3824,5340
4430,5174,2372,4402
4506,3957,5176,5417
4615,5174,3873,5694
4647,6910,6858,7042
4679,9656,9491,9201
4757,4423,5340,5042
4909,5588,6910,6153
4959,7132,9676,9747
5042,5340,5512,5825
5158,5748,1966,4871
5171,5825,7512,5512
5174,4615,4430,4957
5176,5417,4506,5239
5239,5668,5417,5176
5340,5042,5512,5825
5411,5522,5431,2159
5416,458,668,2739
5417,5239,5668,5176
5431,5411,5522,2159
5512,5340,5825,5042
5588,6910,6153,5668
5668,6153,5239,5934
5694,4957,2528,7206
5748,5158,4871,1966
5818,5006,6942,6994
5825,5512,7041,5340
5934,6153,5668,5239
6129,7132,7328,8615
6153,5934,5668,5417
6163,6580,6610,6858
6207,4790,1982,458
6325,7633,6763,8542
6585,7633,6763,7512
6610,6858,7042,6910
6761,7704,7968,5277
6762,7150,6923,7574
6763,7633,8256,6585
6858,6910,7042,6610
6910,7042,6858,6153
6923,7150,7041,7574
6942,5818,6994,6267
7041,6923,7150,7574
7042,6910,6858,7549
7132,6129,7328,9676
7150,6923,7574,7041
7328,7132,9676,9747
7512,7574,8008,7150
7574,7150,6923,6762
7633,6763,8542,8256
7911,8008,7574,7996
7976,8008,7574,7512
7996,8542,8008,7911
8008,7976,7512,7574
8256,8694,9892,8542
8301,8579,8615,8785
8542,7996,8694,8256
8579,8785,8301,8822
8615,9676,7328,9747
8694,8256,9892,8542
8741,9883,1728,8534
8785,8579,8822,8301
8816,1655,6528,9168
8822,8785,9488,8579
9066,9491,9817,9656
9201,9342,9066,9491
9488,8822,9528,8785
9491,9066,9656,9817
9530,6853,6017,8215
9593,8702,7983,8267
9676,9747,9892,8694
9747,9676,9892,8542
9892,9676,9747,8694
402,29,555,2199
1465,3613,265,1094
1567,1675,1762,847
2085,1144,1455,1752
2297,1167,2286,614
4220,9232,1312,9632
4938,5157,1675,3284
5157,4938,1675,3787
6274,5978,8867,508
6322,4392,8735,9722
7093,3856,2945,1843
9006,1185,8324,2387
9036,4561,2025,1299
9232,4220,1312,9632
9830,7599,1231,414
1938,1258,1662,2741
2741,1258,1662,1938
3011,1111,5427,3610
5851,3156,3048,8355
6361,4483,8978,7254
7266,2741,2620,5311
7495,5046,2292,3093
8083,3582,4090,3951
8084,4341,5996,6060
8192,5311,6097,2123
8857,8192,5311,6097
8998,1586,788,7137
608,626,863,454
679,549,876,601
707,77,853,594
1495,2586,5208,2572
1603,2039,3232,2879
2068,1369,3790,241
2127,2731,4982,4847
2508,6389,1642,6934
2561,3837,1845,5257
3049,6593,6204,546
3464,1570,5783,350
3511,8295,5198,669
3657,9647,5260,90
5294,9533,8389,591
6593,3049,4796,1847
6829,3835,238,2233
7329,673,1700,1212
7771,7066,5346,2869
8239,1079,9236,3493
9127,9223,7756,5699
9236,1079,3821,4157
9647,3657,5260,7840
9736,7896,1076,4178
1179,633,371,4175
1374,988,960,1278
1397,1764,1137,918
1574,2210,3403,593
1623,3897,532,735
1698,232,2713,953
2043,2271,2718,3000
2111,735,532,1623
2171,1443,6253,1085
2703,5122,1955,8167
2866,7892,3462,5307
2881,2470,2944,2677
3654,2881,2470,3462
3827,1623,3897,2922
3897,1623,7608,3827
4334,7248,9098,9677
4443,8647,4444,1160
4521,7270,4855,735
4798,7070,7278,6076
4855,4521,7608,4951
4925,3547,2881,2470
4951,4855,3897,1623
5298,1332,5439,1042
5307,3462,3654,2881
5335,1443,2171,7457
5401,2526,6249,1199
5679,3827,2922,3897
5783,3464,55,8140
6040,5732,1155,1554
6630,735,2111,4951
6754,3462,5307,4925
7892,2866,5307,6754
8234,6976,3827,2922
8563,5307,3731,3547
8617,4686,4628,1381
8647,8850,4443,4444
9203,4521,532,4951
9424,8893,5661,1629
9783,6890,2922,3827
1069,92,193,1344
1123,865,1208,967
1235,4661,439,2226
1248,2513,967,915
1249,1119,1362,1023
1448,3750,4276,3688
1460,1976,316,1449
2056,1525,1362,1278
2226,4661,8623,1235
3182,1918,1801,4101
3208,3788,217,771
3360,4955,5695,7226
3578,8087,7282,9711
4955,5695,7226,7118
5695,4955,7226,7118
6857,8623,2226,1235
7118,7253,7226,4955
7226,7253,7118,5695
7238,8491,8185,9622
7253,7118,7226,5695
8087,3578,9711,9408
8185,8491,7238,9622
8491,8185,7238,9622
9622,8185,8491,7238
984,646,531,341
2286,2297,614,5386
3696,439,8400,1224
3821,4157,6240,1079
4119,1985,3696,439
1087,47,74,275
1832,8318,5819,98
2211,6516,5624,8387
3568,81,754,9960
5624,8280,8556,7109
5822,9654,5022,2833
6516,8387,7109,6802
6802,7109,8280,8556
7109,8387,6802,8280
8280,6802,7109,8387
8387,6516,7109,6802
8556,6802,8280,5624
8764,1153,2423,2691
9637,6516,8387,7109
9654,5822,5022,2833
263,77,2642,1175
549,454,876,679
844,454,971,728
1061,386,241,2032
1146,490,2143,3635
1211,876,1648,549
1348,3047,3274,798
1447,2039,1266,1478
1680,4065,4308,2091
1803,2394,3083,3486
1930,4084,4121,1966
2039,1447,1478,2879
2049,2976,1825,4042
2324,3234,1489,2556
2405,2432,2091,5728
2415,1373,1383,2597
2556,3234,2571,5827
2571,5827,3234,2556
2864,4947,1781,2127
2976,2049,4042,5114
3003,3971,8090,1237
3234,2556,5827,2571
3258,3605,3213,2874
3635,1422,9378,1146
4065,4308,1680,4619
4084,4121,1930,4619
4121,4084,1930,4619
4308,4065,1680,4619
4729,8937,3203,1756
6508,735,8612,5401
7611,5446,5303,3274
7704,7968,6761,5277
7968,7704,6761,5277
8612,1886,6508,1950
9826,9459,6894,4252
399,1286,469,27
2026,1064,961,230
2612,779,1458,5448
2915,886,5954,7438
4607,6413,1796,1688
6566,7454,9267,4513
8919,8379,6394,2739
9847,2441,6491,7397
826,444,518,346
1327,1907,1996,1207
1526,138,375,935
2957,2781,3061,2794
3061,2781,1106,2794
3756,1347,1490,2422
3795,5229,1937,2860
3900,2512,7016,3762
4046,4483,1010,780
4643,1025,4861,3694
4670,2865,8259,524
5059,4715,9176,4663
5229,3795,1937,2860
5400,7753,6084,6618
5510,4046,7254,780
6084,5400,7753,4690
6216,45,1405,14
6768,301,715,1186
7737,9532,346,1486
7753,5400,6084,8669
7864,9814,2640,8222
8013,8926,4344,8606
8522,7565,68,2001
8548,7029,8606,8913
8783,9814,7411,8636
8859,6575,8312,3061
9095,5992,1154,2362
9176,4715,5059,4663
9814,8783,8222,7411
991,813,164,1671
1148,8930,3867,9949
1326,610,143,2788
1804,1819,1834,438
2204,1688,930,1009
2872,2551,9786,3847
3193,8319,3333,9748
3204,3766,5534,2378
3599,61,4489,7912
4493,1148,881,1601
5011,678,437,143
5368,5738,8679,2772
5527,4691,2403,829
5882,6687,1294,5531
6062,5806,3625,5531
6474,6707,6958,1009
6687,1294,5882,3625
6696,9288,7463,4512
6770,6791,3217,1806
7096,1306,2350,143
7140,6791,7988,1076
7261,1212,6033,1920
7573,2218,4200,2102
7698,8304,7610,7566
8501,3209,7867,235
8709,9627,5925,3327
9808,2255,7227,2421
1961,7775,5561,311
2934,4744,6258,7998
1370,5787,1315,6366
1455,2085,1195,146
1675,1567,1762,1317
2445,8412,2268,2857
2804,143,285,1661
2883,2433,2991,2633
3194,2307,1009,2630
5629,6389,2508,1642
5787,1370,6704,8580
5991,3376,2039,9767
6389,2508,6934,5629
6934,6389,2508,8039
6980,9542,1752,1159
8412,2445,2268,9421
8613,1162,8515,2948
1375,950,164,88
1671,3345,813,991
2280,9489,8842,4770
2540,591,1315,2148
2896,845,4457,4323
3221,1738,1293,2733
3345,1671,1203,950
3502,1047,5476,5893
3991,5066,4351,9069
4128,2037,1076,1174
4179,2758,2851,803
4438,7874,1187,6125
4474,752,393,1965
4770,2280,837,1203
4982,6297,2127,4258
5140,9229,8059,9802
5432,3415,8423,3721
5939,3919,921,1244
5955,9718,973,920
5967,486,1968,1059
6367,9315,4792,5053
6948,5828,4962,5979
7478,7059,2621,5215
7491,7995,4253,6336
7673,2137,5977,1688
8429,5140,5452,3164
8714,2148,8543,8170
1442,285,61,262
1736,5921,141,4001
2663,459,2003,267
2664,2137,5419,822
2681,9518,4721,3392
3257,1688,8881,7710
3329,2570,7640,1405
5852,2037,4563,1174
6443,2137,2037,1539
6450,3135,1449,1710
6737,1538,1688,2037
6781,3789,6219,8553
7517,6011,7594,956
7640,3329,2570,1405
9072,3064,5578,1220
9422,3429,9477,9348
9582,1198,61,533
51,134,153,183
206,423,506,2532
423,506,206,2532
506,423,206,2179
1177,182,51,12
1259,1350,747,9450
1350,1259,747,9450
2154,2721,3188,3478
2160,1546,1429,1412
2162,2308,3250,5053
2293,4193,5875,355
2371,3835,4302,7331
3244,2959,3497,2608
3641,2304,3255,7409
3835,4302,2371,7331
4110,657,45,6867
4193,5875,2293,1997
4775,7598,2802,3244
5027,8000,900,5784
5875,4193,2293,752
6288,698,30,235
6981,2105,6292,7618
7598,4775,2802,3497
8000,5027,900,5765
8994,8254,7525,7289
9300,326,238,5385
389,565,603,562
486,3084,5890,6901
565,603,389,1200
603,565,389,1200
923,1634,2017,2120
1034,1127,891,1228
1127,1034,1228,1304
1304,1340,1228,1363
1340,1304,1363,1394
1363,1394,1340,1304
1394,1363,1450,1340
1450,1394,1363,1340
1553,2090,2224,2303
1593,1812,2453,2285
1630,1450,1602,1394
1634,2017,2120,2447
1654,1690,1602,1630
1750,1507,680,2548
1812,2285,1593,2453
1816,910,2189,3013
2017,1634,2120,2447
2120,2447,2017,1634
2453,2285,1812,4993
2471,5179,6371,7568
3484,529,14,4777
3521,283,322,2170
3608,3510,3832,3874
3771,9609,9525,5735
3832,3608,3990,3874
4510,5935,4238,5948
4571,4806,5672,3601
4656,5092,5295,5609
4806,4571,5672,5951
5179,6371,7568,8988
5295,5609,5092,4656
5609,5684,5295,5092
5672,4806,5951,4571
6246,6797,5951,5672
6601,5957,5147,6536
6719,9192,6743,7940
6797,5951,6246,5672
8448,8413,7490,6701
9192,6719,7780,9184
9538,8294,6152,3013
9927,570,795,2193
1108,792,1120,4271
1207,1907,639,478
1631,3594,446,5870
1877,1272,6257,691
2600,4582,2197,1088
2636,3307,771,144
2720,4796,6593,5387
2978,4488,1200,1049
3402,3639,5069,5351
3868,3930,772,4330
4155,1096,1156,6919
4646,2992,2181,4315
5870,6187,3594,8979
6092,5351,7408,3398
8210,7408,7204,3398
698,30,6,68
1490,2422,623,1347
1894,634,761,509
2048,3155,3161,2849
2169,226,244,61
2232,1152,6227,1440
2401,3155,2723,5459
2422,1490,623,1347
2525,1876,2641,1838
2538,459,267,2221
2791,2180,3005,3490
2863,5481,6377,6903
3155,2401,2048,2723
3507,3494,3467,2384
3659,141,61,9183
3784,3005,3490,4269
4001,1770,2422,1347
4116,4635,5031,4020
4295,3621,4401,4595
4617,4437,3494,3507
4837,4912,7676,3741
4846,5365,3741,5129
5617,124,8016,896
5817,9916,2581,1894
5819,1832,8318,4840
6458,613,2476,5479
6583,2166,4953,2139
6878,5894,8759,7268
7070,7278,4798,9334
7131,754,81,231
7278,7070,4798,9498
7676,8649,4912,4837
7758,6352,4876,3940
8759,6878,8772,5894
8843,231,754,318
8945,5799,4616,6344
9150,8184,836,2829
9592,5799,9155,6344
9930,9188,896,1212
734,311,1581,1158
2462,657,7397,673
4740,3308,3603,8519
8047,956,439,1314
9442,2186,4153,8618
9628,6975,8399,2827
1572,1895,2353,2937
1895,1572,2353,2937
2353,2937,1572,1895
2867,8747,7845,7337
2937,3086,2353,3396
3082,3396,3086,3395
3086,3396,2937,3082
3381,2921,8168,4822
3395,3396,3660,3086
3396,3395,3086,3082
3565,1772,6311,6061
3660,3395,3396,3086
3886,388,4525,2786
4196,2032,1061,9702
5550,2479,2328,1571
8471,1622,116,1178
9024,6018,6438,9018
9060,7232,5550,7798
4939,5754,4622,7309
6119,8504,8760,4244
746,1254,2006,917
1128,4070,3834,3414
1200,603,565,2792
1230,1346,917,2828
1254,2006,746,1230
1346,1230,917,2828
1356,1731,2606,5217
2156,4181,5317,914
2721,3188,3478,2154
3099,4026,5538,6386
3188,3478,2721,3768
3478,3188,3768,2721
3489,5341,8425,2693
4378,6309,7811,4472
5186,9029,1730,215
5481,6377,6903,7809
5498,8651,9019,9922
5867,4459,1801,4608
6282,2565,4624,277
6309,7811,4378,4472
6377,6903,5481,7809
6435,6046,6011,2834
6966,5269,6567,6435
7811,6309,4378,7197
8401,3360,4955,8038
8651,9922,9019,5498
8687,9998,7501,3109
8725,4651,3768,3478
8925,1415,4953,9032
8947,677,1613,6712
9029,5186,1730,7765
9276,1539,4873,4239
2145,2062,6587,5926
3613,1465,2190,1094
5192,3243,4753,1191
5274,574,9391,4394
5630,7603,5591,3884
6165,7603,9393,5630
6242,9542,5734,1195
6675,5257,2561,3837
8015,5054,5037,5335
8295,3511,5198,4606
8662,4047,9768,7145
8703,1888,9759,508
9178,1005,1544,1928
9542,6242,5734,6980
9768,8662,7145,8517
1480,2608,1857,1863
1779,4293,4901,5814
1857,2608,1480,1863
1863,2608,1857,1480
2224,2303,2090,2341
2303,2224,2341,2550
2341,2303,2550,2224
2549,2550,2911,2341
2550,2549,2341,2303
2608,1857,1863,1480
2623,3648,2783,3177
2783,3177,3648,2623
2911,2549,3510,2550
2959,3244,3497,2608
3028,5182,1581,3091
3166,4656,5092,5295
3177,2783,3648,2623
3497,2608,3648,3244
3510,3608,3832,3874
3580,5458,8740,4645
3648,2783,3177,2623
3780,6931,5371,1026
3874,3608,3832,3510
4044,4440,2262,7127
4534,4650,5463,3063
4650,5463,4534,3063
4663,4861,4715,1025
4712,5805,6374,6368
5092,4656,5295,5609
5463,4650,4534,3063
5805,6368,6374,4712
6079,6838,4118,165
6368,6374,5805,8085
6374,6368,5805,7895
6838,6079,4118,5953
7505,7981,8085,7895
7647,9059,6523,4551
7895,8085,7981,7505
7981,8085,7895,7505
8038,7506,6678,5867
8085,7895,7981,7505
8332,8085,7895,7981
8398,5410,4867,4425
2197,2600,4582,559
2355,2952,961,5931
3482,614,6195,4622
515,311,1202,409
579,1488,798,364
728,844,454,296
1691,3419,4597,6337
2266,3392,6886,3689
3582,1025,8217,4090
3739,9198,1530,8099
4042,2976,5860,5114
4085,3924,3806,5775
4981,6575,3951,1106
5228,2560,5873,1157
5491,9608,7504,7343
5571,2266,4945,3392
5978,6274,663,8025
6524,3689,4090,4981
6600,5068,9984,819
6629,6745,5802,7234
6664,6063,3252,2468
7333,2380,7909,2257
675,670,578,556
1075,1423,911,553
1633,1533,1993,898
1960,1318,1444,2344
2115,4904,1313,7046
2252,3966,179,11
2269,2285,2453,1812
2285,2453,1812,5957
2344,1318,1960,1444
2604,2347,1217,3340
3128,4579,2604,1533
3403,2210,1574,1520
3552,3717,7428,6880
4078,6186,7021,6256
4330,772,4695,4880
4421,6320,1960,2344
4579,3128,3477,3340
4584,1624,4485,3342
4880,4330,8472,3868
5293,8539,8096,1382
5420,8390,7606,9988
7540,3986,7257,3761
8269,9363,4820,2701
9268,6186,4078,3684
9579,1928,1005,4354
5114,5860,4042,2976
412,448,1998,1438
745,1810,290,190
853,77,707,36
892,193,1344,211
1203,3345,950,1671
1253,868,1497,346
2733,5962,6749,1293
3699,7838,427,2103
3742,7317,8989,3418
3794,8681,6128,3505
3953,983,8362,3491
4338,9793,4455,2145
4516,1082,1282,4388
4850,6617,3707,7727
5349,3588,407,2288
5387,1384,2720,3049
5476,2818,8059,4323
5962,6749,2733,4966
6588,4544,3963,2939
7188,9307,5452,1193
7209,4385,5182,1798
7384,2029,5421,9483
7953,534,372,344
8028,4043,6785,5701
8486,1688,2003,3334
8521,7305,8059,9209
8681,3794,6128,3505
8914,1030,4967,1281
96,99,34,218
539,938,589,1295
615,443,541,831
1028,262,235,438
1268,1072,694,647
1551,2216,1433,811
2530,2216,1433,1508
3102,4168,8421,3475
3430,7992,2402,2152
3553,6843,4884,8284
3714,6434,1669,1575
4150,4552,5319,4928
4227,2270,2054,4977
5650,3312,2530,1345
6623,6394,6479,926
6699,2530,3312,1433
6843,3553,8284,3873
7221,4840,9659,9931
7582,8024,7698,7313
7610,4839,7698,7566
7659,9369,7698,8304
7897,632,9013,1413
9305,235,1268,438
9427,5485,1490,3756
974,1800,360,1620
3934,6022,2466,6442
4217,6392,4783,1800
4326,4515,1800,5326
4515,4326,1800,5326
5116,3719,3903,4441
5378,7135,6615,8565
5772,256,4370,81
7952,7090,9612,8570
8071,1312,4220,9632
8782,2419,7755,1239
9298,4931,3820,9058
9720,3124,4441,5116
333,1814,231,31
711,3337,6616,187
886,141,2832,61
945,600,224,583
1162,4694,290,2206
1316,930,291,414
1353,774,581,2254
1798,1081,440,642
1854,2683,3914,5222
2121,3144,2016,2135
2221,459,267,61
3135,1710,6450,1460
4225,3103,5640,277
4307,668,1688,1198
5139,3113,2264,2094
5280,5663,775,6241
5578,1220,2037,1539
5958,4502,8335,4108
6107,2003,2307,1874
6213,7871,2530,2360
6413,1796,4607,3638
1909,3217,1661,6024
1985,439,3696,4119
3550,1083,22,306
4385,7209,5182,440
7066,7771,2449,6191
8659,4722,261,2063
9263,7794,3560,3703
448,1438,412,505
647,694,455,1072
694,647,1072,455
732,56,52,49
1007,605,1579,2206
1097,299,1438,448
1149,908,1101,1052
1303,5163,6258,1330
1534,3357,3537,2383
2060,2036,5640,920
2236,1277,1357,505
2667,2256,797,4346
3357,3537,1534,2842
3399,790,2694,6894
3931,797,2473,3448
5124,4568,2853,2688
6414,6949,9932,4594
6949,6414,4346,9932
7721,7959,6293,7566
7959,7721,6293,7566
8987,6914,7123,8068
894,755,1089,2043
1089,755,1343,1768
1342,2470,2043,2271
1417,1430,3574,4322
1594,4406,9186,7890
1711,3016,1713,2610
1713,1711,1913,2610
1722,2611,3547,2470
1768,2489,2452,2109
1913,1713,2610,2165
2165,1913,3998,2938
2489,1768,1924,2658
2610,3016,1913,1711
2611,3547,1722,3731
2677,2718,2470,2944
2944,2718,2677,3000
3000,2718,3362,3200
3016,2610,1711,2938
3516,3016,2938,2165
3998,2165,2610,1913
4406,1594,9186,7890
5696,3516,3016,2165
6144,3362,3200,3359
7327,4943,1180,4475
8149,6483,7234,7078
8496,9171,9186,4406
9171,9186,4406,8496
3331,4151,3392,2266
3844,5101,408,5604
4275,4445,3120,2230
1333,5336,366,2790
2231,2421,4962,2320
3385,4620,985,1683
4887,6327,1154,985
5226,92,3069,1371
6375,6446,3028,2798
6895,3092,495,1238
7048,6338,7809,5083
8092,6809,7424,8529
9946,969,5101,8229
3308,4740,3603,8519
3561,1978,81,179
4129,5086,9113,700
5086,4129,764,9113
9102,4527,8867,7615
1501,2710,1537,3729
2173,5938,352,290
2563,2301,1050,4318
4285,771,870,2651
5035,1048,7360,3631
5037,8015,5054,2612
5138,1404,4971,5051
7963,4763,9487,6250
8286,7518,8571,5657
9220,9625,5449,3746
9680,630,920,2752
1020,594,2064,245
1114,3346,230,4219
1369,2343,2068,241
1558,4934,4814,250
