book_id,votos,nota_media
3214,369,4.1
3215,390,4.6
3216,496,3.7
3217,346,3.8
3218,373,3.9
3219,499,3.4
3220,332,4.5
3221,347,3.8
3222,180,4.1
3223,566,3.8
3225,106,3.8
3226,160,4.0
3227,324,3.9
3228,444,4.4
3229,401,3.7
3230,193,4.6
3231,362,3.9
3232,599,4.2
3233,165,4.1
3234,551,4.0
3235,176,3.8
3236,376,3.9
3237,532,4.0
3238,357,3.4
3239,345,4.0
3240,532,4.0
3242,396,4.3
3243,413,4.1
3244,542,4.2
3245,378,3.6
3246,430,4.0
3247,437,4.0
3248,300,4.5
3249,524,4.1
3250,502,3.4
3252,473,4.0
3253,363,3.3
3254,477,3.7
3255,379,3.7
3256,381,3.7
3257,490,4.0
3258,391,4.0
3259,310,3.6
3262,468,3.9
3263,364,3.9
3264,554,4.1
3265,314,3.9
3267,403,3.5
3268,494,3.3
3269,434,3.9
3270,195,4.0
3271,482,3.5
3273,438,3.3
3274,521,3.9
3275,285,4.7
3276,338,3.9
3277,436,4.1
3278,488,4.1
3279,444,4.2
3280,523,4.1
3281,246,3.9
3282,371,4.5
3283,246,3.3
3284,510,3.5
3285,149,3.5
3286,370,3.7
3287,385,4.0
3289,350,3.5
3290,379,3.8
3291,415,3.9
3292,289,4.5
3293,595,4.0
3294,430,4.2
3295,395,3.9
3296,439,3.4
3297,382,3.8
3298,489,4.2
3299,454,3.6
3300,391,3.7
3301,252,4.1
3302,389,4.2
3303,440,4.2
3304,531,3.7
3305,180,3.9
3306,589,4.1
3307,366,4.1
3308,308,4.2
3309,524,4.2
3310,127,4.1
3311,523,3.9
3312,399,3.6
3313,436,3.9
3314,482,3.7
3315,254,3.6
3316,337,3.8
3317,473,4.2
3318,376,3.8
3319,278,4.1
3320,163,3.8
3321,401,4.1
3322,448,3.6
3323,501,4.0
3324,396,3.6
3325,473,4.3
3326,358,4.1
3327,322,3.6
3328,195,3.3
3329,431,3.2
3330,493,4.2
3331,199,4.0
3332,368,3.8
3333,470,3.7
3334,412,3.9
3335,171,3.7
3336,364,4.1
3337,396,4.1
3338,392,4.2
3339,463,3.8
3340,519,3.6
3342,363,4.1
3343,387,3.3
3344,506,4.2
3345,321,4.2
3346,388,4.0
3347,252,3.9
3348,458,4.3
3349,345,4.2
3350,354,4.1
3351,401,4.0
3352,535,3.7
3353,458,4.2
3354,350,3.8
3355,412,4.0
3356,328,3.9
3357,415,4.0
3358,400,4.5
3359,633,4.0
3360,487,3.6
3361,224,3.8
3362,642,3.9
3363,395,4.0
3364,615,3.6
3365,298,3.9
3366,487,4.1
3367,443,4.0
3368,169,4.0
3369,326,4.0
3370,268,4.2
3372,401,4.0
3373,449,3.4
3374,494,3.7
3375,381,3.5
3376,399,4.2
3377,276,3.9
3378,446,4.3
3379,334,3.8
3380,362,3.9
3381,374,4.1
3382,365,4.3
3385,208,3.9
3386,396,3.9
3387,496,4.0
3388,523,3.8
3389,164,3.4
3390,463,4.1
3391,325,3.7
3392,216,4.1
3393,365,4.0
3394,457,3.9
3395,533,4.6
3396,547,4.5
3397,417,3.9
3398,393,4.1
3399,220,4.2
3400,451,3.9
3401,395,3.6
3402,386,4.1
3403,453,4.1
3404,309,3.8
3406,581,3.3
3407,451,3.7
3408,409,4.3
3409,238,3.3
3410,547,4.1
3411,330,3.9
3412,395,3.6
3413,251,4.0
3414,481,4.1
3415,150,3.8
3416,420,3.3
3417,415,3.8
3418,285,4.2
3419,285,4.0
3420,359,4.1
3421,193,4.2
3423,134,3.9
3424,311,4.1
3425,525,3.8
3427,462,3.5
3428,412,3.9
3429,330,3.6
3430,237,3.7
3431,355,4.0
3432,261,3.8
3433,252,3.5
3435,301,4.1
3436,226,4.1
3437,295,4.1
3439,368,3.7
3440,408,3.7
3441,418,4.3
3442,370,3.8
3443,415,3.4
3444,433,3.8
3445,441,3.9
3446,276,3.5
3447,173,4.0
3448,181,4.1
3449,353,4.2
3450,446,3.7
3451,288,4.3
3452,470,3.5
3453,312,4.0
3454,394,4.2
3455,467,3.8
3456,536,3.5
3457,277,4.2
3458,304,3.6
3459,384,4.1
3460,422,3.9
3461,318,4.0
3462,545,4.1
3463,402,4.4
3464,323,3.8
3465,418,4.1
3466,364,3.8
3467,451,4.0
3468,515,3.7
3469,456,4.0
3470,351,4.1
3471,228,3.9
3472,401,4.4
3473,287,4.2
3474,376,4.1
3475,377,3.7
3476,359,3.7
3477,467,3.6
3478,410,4.2
3479,101,4.0
3480,289,4.1
3481,297,3.5
3482,310,3.9
3483,329,4.1
3484,494,4.0
3485,324,4.0
3486,317,3.6
3487,251,3.6
3488,229,4.3
3489,480,4.0
3490,336,4.0
3491,309,4.6
3492,518,4.0
3493,213,3.9
3494,399,3.9
3495,153,3.5
3496,444,4.3
3497,536,4.3
3498,370,4.1
3499,137,4.0
3500,358,4.0
3501,453,3.6
3502,233,3.8
3503,281,3.7
3504,544,3.7
3505,302,4.1
3507,468,4.0
3508,372,4.0
3509,367,4.3
3510,497,3.8
3511,403,3.9
3512,396,3.6
3513,553,3.9
3514,438,4.1
3515,471,3.7
3516,290,3.6
3517,433,3.9
3518,396,3.8
3519,429,4.1
3520,238,4.3
3521,437,4.2
3522,387,4.0
3523,444,4.0
3524,517,4.0
3525,304,3.7
3526,384,4.2
3527,380,4.3
3528,401,4.0
3529,385,4.1
3530,508,3.9
3531,205,4.1
3532,390,3.9
3533,309,3.8
3535,397,4.2
3537,403,4.1
3539,447,4.3
3540,329,3.8
3541,324,4.0
3542,228,4.0
3543,386,3.7
3544,284,4.2
3545,350,4.0
3546,394,4.0
3547,549,4.2
3548,332,4.2
3549,287,3.9
3550,394,2.6
3551,498,3.7
3552,346,3.6
3553,304,3.9
3555,355,3.4
3556,215,3.9
3557,299,4.3
3558,284,4.0
3559,311,3.9
3560,484,3.7
3561,379,3.8
3562,436,4.1
3563,388,4.3
3564,257,3.7
3565,490,4.0
3566,406,3.9
3567,266,3.4
3568,462,3.7
3570,337,3.7
3571,339,4.4
3572,203,3.9
3573,384,4.0
3574,282,3.3
3575,370,4.3
3578,404,4.0
3579,409,3.5
3580,520,3.7
3581,410,3.8
3582,256,4.2
3583,462,3.6
3584,322,4.0
3585,495,3.7
3586,228,4.2
3587,266,3.7
3588,413,3.9
3590,469,3.9
3591,263,4.1
3592,343,4.0
3593,454,3.9
3594,366,4.2
3595,535,3.9
3596,304,4.2
3597,461,3.7
3598,269,3.7
3599,302,3.8
3600,426,3.8
3601,375,4.2
3602,238,4.1
3603,278,4.0
3604,263,4.1
3605,372,4.0
3606,198,4.1
3607,443,4.4
3608,486,3.7
3609,278,4.1
3610,289,3.3
3611,498,3.8
3612,401,3.9
3613,513,4.1
3614,356,3.7
3615,321,4.0
3616,410,3.7
3617,334,3.8
3618,325,3.5
3619,301,4.1
3620,295,3.5
3621,387,4.0
3622,406,4.0
3623,338,3.3
3624,212,3.9
3625,287,3.9
3626,346,3.6
3627,302,4.3
3628,482,4.8
3629,234,4.1
3630,399,3.3
3631,248,4.1
3632,370,4.1
3634,417,3.6
3635,302,4.4
3636,319,3.9
3637,255,3.5
3638,424,3.7
3639,379,4.1
3640,300,3.7
3641,373,3.5
3642,499,3.4
3643,521,3.9
3644,281,4.0
3645,194,4.1
3646,397,3.9
3648,481,4.2
3650,321,4.2
3651,224,4.0
3652,326,3.8
3653,328,4.0
3654,562,3.9
3655,273,4.0
3656,340,3.0
3657,529,3.5
3658,330,4.3
3659,263,3.8
3660,499,4.6
3661,177,4.1
3662,379,4.3
3664,302,4.0
3665,321,4.3
3667,263,3.7
3668,337,3.9
3669,220,4.0
3670,355,4.0
3671,451,4.1
3672,425,4.2
3673,448,4.3
3674,211,4.1
3675,250,3.9
3676,435,3.6
3678,217,4.0
3679,313,4.3
3680,438,3.7
3681,236,3.4
3682,323,3.7
3683,304,3.8
3684,337,3.9
3685,266,3.7
3686,400,3.7
3687,349,4.1
3688,379,4.2
3689,240,4.3
3692,489,4.1
3693,356,4.3
3694,162,4.1
3695,167,4.1
3696,263,4.1
3697,354,4.2
3698,538,4.4
3699,408,4.0
3700,534,3.9
3701,229,3.4
3702,434,3.8
3703,427,3.7
3704,346,4.1
3705,481,4.1
3707,274,4.0
3708,268,3.7
3709,409,3.9
3710,310,4.2
3711,386,3.7
3712,381,4.1
3713,424,3.7
3714,285,3.8
3715,459,3.8
3716,346,4.0
3717,324,3.6
3718,283,4.0
3719,171,3.9
3720,405,3.9
3721,111,3.6
3722,368,4.4
3723,367,3.8
3724,503,3.3
3725,363,4.2
3726,208,3.8
3727,376,4.0
3728,380,3.8
3729,409,3.6
3730,369,3.4
3731,500,4.3
3733,209,4.1
3734,142,3.8
3735,257,3.9
3736,172,4.6
3737,383,4.0
3738,275,4.2
3739,484,4.0
3740,354,4.2
3741,320,4.0
3742,244,4.0
3743,392,4.1
3744,389,3.8
3745,339,3.8
3746,290,4.1
3747,307,3.9
3749,326,4.2
3750,407,4.0
3751,373,3.6
3753,233,4.7
3754,381,4.0
3755,378,3.8
3756,349,3.8
3757,289,3.5
3758,424,4.1
3759,261,4.3
3760,256,3.4
3761,184,4.1
3762,337,3.9
3763,464,3.9
3764,400,3.9
3765,323,4.3
3766,305,3.7
3767,461,3.8
3768,356,4.2
3769,374,3.7
3770,288,4.3
3771,369,3.8
3772,466,4.3
3773,286,3.6
3774,422,4.2
3776,434,4.0
3777,311,4.0
3778,387,4.1
3779,308,3.9
3780,352,3.5
3781,326,3.7
3782,257,3.9
3783,305,3.6
3784,325,3.9
3785,182,3.8
3786,330,4.2
3787,474,3.6
3788,391,3.5
3789,186,4.1
3790,455,3.7
3791,422,3.8
3792,365,3.4
3793,465,4.2
3794,345,3.9
3795,402,3.8
3796,204,4.2
3797,499,3.5
3798,355,4.3
3799,424,3.7
3800,265,3.8
3801,372,4.0
3802,210,3.8
3803,460,3.8
3804,464,3.8
3805,405,3.9
3806,467,3.7
3807,243,3.7
3808,440,4.3
3809,306,4.2
3810,187,3.9
3811,243,3.9
3812,475,3.8
3813,288,4.2
3814,434,4.3
3815,203,3.7
3817,363,4.3
3818,556,4.1
3819,397,4.4
3820,351,4.2
3821,219,4.0
3822,245,4.2
3823,380,3.9
3824,376,4.1
3825,193,4.4
3826,512,3.8
3827,252,4.2
3828,319,3.8
3829,436,3.9
3830,303,4.0
3831,222,3.6
3832,460,3.8
3833,392,3.8
3834,461,4.0
3835,261,4.0
3836,223,4.3
3837,464,3.7
3838,334,4.0
3839,270,4.3
3840,151,3.8
3841,268,4.0
3842,196,3.9
3843,247,3.9
3844,277,4.1
3846,328,3.4
3847,278,4.0
3849,234,4.1
3850,261,3.9
3851,359,4.1
3852,385,4.4
3853,456,3.9
3854,208,3.7
3856,421,3.5
3857,419,4.1
3858,485,4.2
3859,313,4.3
3860,390,4.3
3861,442,3.8
3862,289,4.2
3863,270,4.1
3864,192,3.9
3865,315,3.9
3866,335,3.6
3867,258,3.8
3868,273,3.9
3869,366,3.5
3870,424,4.1
3871,476,3.9
3872,262,4.1
3873,219,4.2
3874,449,3.6
3875,295,4.2
3876,420,3.8
3877,306,2.9
3878,450,3.9
3880,218,3.7
3881,155,4.2
3882,137,3.7
3883,393,3.7
3884,361,3.9
3885,286,4.5
3886,311,3.7
3887,310,4.2
3888,222,3.8
3889,521,3.8
3890,171,4.2
3891,166,3.4
3892,484,3.6
3893,327,3.7
3894,261,3.9
3895,190,3.6
3896,214,3.7
3897,241,4.0
3898,239,3.7
3899,402,3.8
3900,312,4.2
3901,260,3.8
3902,332,4.3
3903,234,4.0
3904,467,4.0
3905,355,3.8
3906,377,3.9
3907,499,4.1
3908,369,3.7
3909,307,4.1
3910,353,4.1
3911,296,4.0
3912,308,3.5
3913,288,4.0
3914,284,3.7
3915,331,4.0
3916,440,4.0
3917,210,4.3
3918,328,3.7
3919,276,3.7
3920,237,4.3
3921,422,3.9
3922,329,4.2
3923,281,4.1
3924,442,3.7
3925,310,3.9
3926,296,4.4
3928,167,4.0
3929,356,3.9
3930,277,3.8
3931,126,4.2
3932,303,4.3
3933,353,3.6
3934,391,4.1
3935,247,4.0
3936,377,4.1
3937,448,3.5
3938,473,3.9
3939,135,4.0
3940,321,4.0
3941,293,4.1
3942,316,4.1
3943,310,3.8
3944,257,3.7
3945,425,3.9
3946,294,4.3
3947,328,4.0
3948,584,3.8
3949,283,3.7
3950,202,3.3
3951,228,4.2
3952,328,4.3
3953,232,4.4
3954,252,3.9
3955,365,3.7
3956,304,3.6
3957,420,3.8
3958,355,3.9
3959,214,4.0
3960,367,3.8
3961,357,3.6
3962,365,4.1
3963,481,4.1
3964,413,4.0
3965,421,4.1
3966,384,3.6
3967,175,4.0
3968,352,4.0
3969,356,3.9
3970,299,4.1
3971,383,3.9
3973,489,3.8
3974,423,4.1
3975,306,4.1
3977,263,4.1
3978,387,4.0
3979,439,3.1
3980,355,3.9
3981,130,4.2
3982,451,4.0
3983,199,4.1
3984,262,4.3
3985,225,3.7
3986,185,4.2
3988,471,4.3
3989,286,4.1
3990,438,3.9
3991,231,3.9
3992,269,3.8
3993,317,3.5
3996,226,4.0
3997,479,3.5
3998,263,3.6
3999,307,4.0
4000,297,4.2
4001,359,3.7
4002,345,4.1
4003,440,4.0
4004,252,4.1
4005,317,3.6
4006,324,4.1
4007,321,3.8
4009,327,2.7
4010,357,4.1
4012,212,3.9
4013,322,3.7
4014,441,4.0
4015,217,4.1
4016,405,3.8
4017,282,4.2
4018,332,3.9
4019,217,4.2
4020,357,3.2
4021,298,3.4
4022,437,3.8
4023,352,4.1
4024,260,3.9
4025,449,4.0
4026,299,4.2
4027,405,3.9
4028,272,3.8
4029,337,4.0
4030,337,4.0
4031,396,3.7
4032,334,4.0
4033,279,3.5
4035,246,4.2
4036,280,3.8
4038,199,4.1
4039,426,3.2
4040,404,3.9
4041,404,4.1
4042,462,4.0
4043,197,4.4
4044,350,4.2
4045,106,2.3
4046,453,4.5
4047,321,4.1
4048,359,3.9
4049,226,3.8
4050,222,4.3
4051,322,3.3
4052,314,3.5
4053,358,4.1
4054,173,4.2
4055,241,4.1
4056,293,4.2
4057,426,3.5
4058,330,3.8
4059,172,3.8
4060,331,3.4
4061,295,4.3
4062,419,4.1
4063,325,4.0
4064,348,4.1
4065,365,3.9
4066,322,3.9
4067,338,3.9
4069,329,4.1
4070,426,3.9
4071,250,3.7
4072,148,3.8
4073,228,4.0
4074,374,4.3
4075,199,4.2
4076,388,3.8
4078,373,4.0
4079,390,4.0
4080,315,3.7
4081,388,3.3
4082,325,4.0
4083,304,4.1
4084,371,4.0
4085,447,3.7
4087,375,3.6
4088,160,4.2
4089,276,3.7
4090,231,4.1
4091,404,3.8
4092,319,3.9
4093,268,3.7
4094,371,3.9
4095,448,3.8
4096,308,3.8
4097,171,3.5
4099,144,3.9
4100,411,3.3
4101,355,3.8
4102,280,4.1
4103,325,4.0
4104,266,4.2
4105,323,4.3
4106,247,3.9
4107,136,4.6
4108,334,3.9
4110,316,3.9
4111,370,4.0
4112,440,4.0
4113,268,3.9
4114,235,3.2
4115,208,4.2
4116,355,3.8
4117,195,3.9
4118,330,4.1
4119,207,4.1
4120,265,4.0
4121,370,4.0
4122,285,4.2
4124,376,4.0
4125,306,4.1
4126,170,4.0
4127,395,3.8
4128,331,3.6
4129,264,3.8
4130,435,3.3
4131,363,4.0
4133,286,3.7
4134,231,4.1
4135,359,4.0
4136,186,3.4
4137,273,3.6
4138,476,3.8
4139,373,3.6
4140,282,4.0
4141,239,3.4
4142,294,4.0
4143,215,3.9
4145,313,3.7
4146,294,3.9
4147,126,3.6
4148,322,3.9
4149,309,4.0
4150,303,4.3
4151,151,3.9
4152,174,3.9
4153,217,4.1
4154,293,4.1
4155,324,3.8
4156,328,3.8
4157,227,4.1
4158,257,3.5
4159,416,3.7
4160,202,3.6
4162,295,4.0
4163,221,4.2
4164,344,3.2
4165,223,3.8
4166,339,3.5
4167,366,3.7
4168,298,3.7
4169,206,3.6
4170,321,3.7
4171,305,4.0
4172,323,4.0
4173,252,3.8
4174,188,3.4
4175,392,3.9
4177,332,4.1
4178,380,3.1
4179,215,4.1
4180,392,4.3
4181,324,3.7
4182,334,4.1
4183,251,4.0
4184,196,4.0
4186,124,4.1
4187,336,3.7
4188,449,3.7
4189,254,3.8
4190,397,3.8
4191,119,4.1
4192,379,3.8
4193,316,4.2
4195,281,3.6
4196,464,3.5
4197,272,3.6
4199,256,4.1
4200,346,3.7
4201,284,4.1
4202,247,3.8
4203,183,3.9
4204,274,3.9
4205,141,4.3
4206,251,4.5
4207,198,4.0
4209,349,4.1
4210,301,4.2
4211,109,3.7
4212,282,4.0
4213,278,4.0
4214,343,3.8
4215,344,4.0
4216,352,3.7
4217,218,4.2
4218,255,3.7
4219,307,3.7
4220,331,3.8
4221,263,3.7
4222,307,4.1
4223,340,3.9
4225,149,4.0
4226,358,4.1
4227,337,3.5
4228,322,4.3
4230,300,4.0
4231,323,4.0
4233,371,3.8
4234,346,4.2
4236,420,3.7
4237,417,3.6
4238,322,3.7
4239,340,3.9
4240,363,3.8
4242,416,4.2
4243,307,3.9
4244,339,3.7
4245,343,4.2
4246,359,4.2
4247,287,4.1
4249,227,3.4
4250,334,3.9
4251,414,3.7
4252,207,4.0
4253,381,3.9
4254,285,3.7
4256,315,4.1
4257,291,4.0
4258,302,4.2
4259,332,4.1
4260,166,3.5
4261,370,4.2
4262,113,4.0
4263,278,4.1
4265,375,3.2
4266,327,4.0
4267,338,4.0
4268,291,3.6
4269,246,3.9
4270,198,3.9
4271,406,4.4
4272,163,3.9
4273,494,3.9
4274,157,3.9
4275,413,4.1
4276,360,4.0
4277,426,3.8
4278,291,4.1
4279,310,3.7
4280,244,4.1
4281,244,4.3
4282,310,2.8
4283,304,2.6
4284,241,4.2
4285,251,4.0
4286,378,4.2
4287,183,4.3
4288,341,3.8
4289,304,3.7
4290,290,4.0
4291,246,4.3
4292,140,3.8
4293,333,4.2
4294,350,3.9
4295,316,4.1
4296,325,4.0
4297,171,4.3
4298,288,3.6
4299,355,4.0
4301,346,4.4
4302,288,3.9
4303,190,4.2
4304,370,3.4
4305,329,4.4
4306,282,4.0
4307,346,3.6
4308,349,3.9
4309,447,3.8
4310,275,4.1
4311,297,3.7
4313,376,3.4
4314,198,3.7
4315,452,4.2
4316,376,3.7
4317,413,3.2
4318,243,3.9
4319,295,3.7
4320,252,4.3
4321,318,3.8
4322,284,3.3
4323,166,4.1
4324,354,4.2
4325,279,4.3
4326,324,3.8
4327,219,3.8
4328,251,4.2
4329,248,4.0
4330,253,4.0
4331,131,3.9
4332,284,3.7
4333,498,3.7
4334,291,3.8
4335,312,4.0
4336,335,4.4
4337,350,3.7
4338,215,3.7
4339,259,4.2
4340,284,4.2
4341,179,3.7
4342,237,3.9
4343,330,3.7
4344,180,4.5
4345,401,3.4
4346,141,4.4
4347,372,3.7
4348,315,4.0
4349,372,3.9
4350,228,3.9
4351,256,4.0
4352,264,4.1
4353,266,3.5
4354,325,3.3
4355,227,3.8
4356,174,3.8
4357,327,3.7
4358,384,4.0
4359,412,3.6
4360,278,3.3
4361,387,3.9
4363,410,3.7
4364,113,4.1
4366,86,4.1
4367,217,3.8
4368,287,4.3
4369,305,3.5
4370,184,4.3
4371,320,3.7
4372,154,3.9
4374,307,3.8
4375,455,4.3
4376,257,3.3
4378,326,4.0
4379,279,4.1
4380,284,4.0
4381,282,4.2
4382,218,3.9
4383,413,3.9
4384,345,3.2
4385,322,4.1
4386,310,4.2
4387,396,4.0
4388,286,3.8
4389,188,4.4
4390,258,3.4
4391,267,3.4
4392,344,3.5
4393,239,3.7
4394,293,3.8
4395,235,3.9
4396,321,4.2
4397,186,3.9
4398,156,3.9
4399,165,2.8
4400,271,3.5
4401,311,4.1
4402,288,4.0
4403,290,3.8
4404,149,3.9
4405,190,3.8
4406,291,3.8
4407,203,4.1
4408,260,4.0
4411,111,3.7
4412,250,3.7
4413,331,3.9
4414,192,3.4
4415,142,4.3
4416,301,4.1
4417,200,3.9
4418,332,3.8
4419,310,4.1
4420,352,4.1
4421,179,3.8
4422,357,3.3
4423,326,4.2
4424,312,3.9
4425,396,3.8
4426,280,3.6
4427,350,3.2
4428,323,3.6
4429,346,3.6
4430,252,3.8
4431,309,3.3
4432,261,4.4
4433,289,4.3
4434,403,4.0
4435,344,3.9
4436,213,3.8
4437,295,4.0
4438,299,3.8
4439,315,4.0
4440,292,4.3
4441,201,4.4
4443,335,4.2
4444,312,4.1
4445,384,4.0
4446,300,4.1
4447,280,3.6
4449,276,4.0
4451,230,3.8
4452,290,3.8
4453,218,4.2
4454,322,3.4
4455,273,3.8
4456,222,3.5
4457,122,4.0
4458,279,4.1
4459,319,3.8
4460,389,3.9
4462,188,4.2
4463,358,3.9
4464,305,4.2
4465,199,3.9
4467,241,4.0
4468,298,3.9
4469,315,3.9
4470,271,4.1
4471,255,4.2
4472,280,4.0
4473,342,3.3
4474,257,3.6
4475,275,3.9
4476,442,4.0
4477,150,3.9
4478,122,3.8
4479,294,4.1
4480,284,3.8
4481,300,3.8
4482,199,3.8
4483,384,4.7
4484,163,4.2
4485,260,3.9
4486,193,4.2
4487,354,3.8
4488,376,4.1
4489,176,3.2
4490,359,3.9
4491,311,4.0
4492,323,4.1
4493,222,3.7
4494,350,4.3
4495,95,3.8
4496,127,3.9
4497,245,4.1
4498,246,4.0
4499,263,3.9
4500,307,3.7
4501,155,4.2
4502,271,3.8
4503,343,3.7
4504,362,3.8
4505,304,4.0
4506,373,3.8
4507,360,4.3
4508,361,3.7
4509,257,4.1
4510,308,3.8
4511,169,3.9
4512,335,3.7
4513,353,3.6
4514,242,4.0
4515,297,3.9
4516,240,3.6
4517,360,3.7
4518,122,4.1
4519,165,3.8
4520,314,3.8
4521,180,3.9
4522,238,4.5
4523,248,3.8
4524,442,3.7
4525,272,3.7
4526,176,4.0
4527,327,4.1
4528,352,3.8
4529,181,3.9
4530,330,3.6
4531,248,3.9
4533,250,3.9
4534,366,4.1
4535,392,4.1
4536,113,3.8
4537,350,3.8
4538,365,3.5
4539,307,4.1
4541,231,4.2
4542,294,3.7
4543,304,4.2
4544,384,4.3
4545,143,3.7
4546,268,4.1
4547,280,3.7
4548,279,3.7
4549,365,3.8
4550,171,4.3
4551,300,4.2
4552,281,4.1
4553,406,3.7
4554,241,3.9
4555,429,4.2
4556,312,4.2
4557,218,3.1
4558,148,4.1
4559,256,4.0
4560,280,3.7
4561,309,3.6
4562,275,3.9
4563,336,3.4
4565,428,4.0
4566,177,4.4
4567,312,4.1
4568,286,3.7
4570,289,3.7
4571,317,4.3
4572,247,3.4
4573,207,3.8
4574,330,4.2
4575,275,4.2
4576,252,3.8
4577,254,3.6
4578,341,3.9
4579,436,3.6
4580,296,4.0
4581,313,3.9
4582,399,3.8
4583,301,3.1
4584,327,4.0
4585,265,4.1
4586,286,4.0
4587,249,3.7
4588,308,3.7
4589,280,4.2
4590,383,3.9
4592,451,3.5
4593,180,4.1
4594,228,4.1
4595,303,4.2
4596,220,4.0
4597,219,4.1
4598,383,3.8
4599,302,4.4
4600,251,3.5
4602,265,3.7
4603,263,4.1
4604,206,3.6
4605,334,3.9
4606,239,4.0
4607,332,3.8
4608,324,3.8
4609,315,3.9
4610,279,3.1
4611,266,4.1
4612,235,3.7
4613,265,3.7
4614,300,2.8
4615,225,3.6
4616,234,4.1
4617,220,4.3
4618,343,4.1
4619,325,4.0
4620,187,4.2
4621,278,4.0
4622,311,4.0
4624,224,3.8
4626,240,3.8
4627,313,4.1
4628,154,3.4
4629,309,3.3
4630,272,3.9
4631,264,3.6
4632,279,3.7
4633,290,3.4
4634,300,4.0
4635,297,3.7
4636,327,4.0
4638,254,4.2
4639,307,3.7
4640,230,4.3
4642,460,4.2
4643,191,4.1
4644,240,3.9
4645,342,3.9
4646,411,4.3
4647,348,3.9
4649,255,4.1
4650,391,4.1
4651,303,4.1
4653,331,4.5
4654,275,3.6
4655,196,3.5
4656,346,3.9
4657,330,4.0
4658,318,3.9
4659,293,3.7
4660,284,4.1
4661,231,4.3
4663,182,4.0
4664,162,3.8
4665,261,4.0
4666,310,3.5
4667,228,4.2
4668,145,4.1
4669,271,4.0
4670,196,4.1
4671,304,3.7
4672,213,4.0
4674,230,4.1
4675,231,4.1
4677,169,3.9
4678,404,4.0
4679,241,3.8
4680,325,4.0
4681,205,4.0
4682,274,3.9
4683,378,4.0
4684,270,3.7
4685,282,3.5
4686,338,3.8
4687,245,3.7
4688,173,4.3
4689,151,4.0
4690,283,4.3
4691,315,4.2
4692,285,4.0
4693,210,4.1
4694,175,3.5
4695,236,3.6
4696,255,4.3
4697,315,3.5
4698,348,4.1
4699,174,3.9
4700,310,4.2
4701,192,3.7
4702,145,4.0
4703,347,4.1
4704,207,3.9
4705,285,4.0
4706,185,4.3
4707,134,3.7
4709,447,4.1
4710,252,3.7
4711,228,3.8
4712,402,4.0
4713,409,3.7
4714,278,3.9
4715,205,3.6
4716,372,3.7
4717,144,3.9
4718,296,4.3
4719,268,4.1
4720,319,4.2
4721,146,4.4
4722,294,4.0
4723,143,3.6
4724,300,3.6
4725,198,3.9
4726,243,4.3
4727,234,3.7
4728,320,3.8
4729,225,4.1
4730,303,3.9
4731,215,4.3
4732,183,3.7
4733,236,3.8
4734,195,3.9
4735,162,3.8
4737,148,3.6
4738,242,4.0
4739,268,4.3
4740,200,4.0
4743,89,4.4
4744,215,3.7
4745,361,3.8
4746,189,3.8
4747,168,3.4
4748,213,3.9
4749,222,4.2
4750,206,4.2
4751,253,4.2
4753,314,3.8
4754,296,3.8
4755,369,3.5
4756,218,3.3
4757,314,4.2
4758,313,3.9
4759,273,3.8
4761,231,4.2
4762,170,3.7
4763,182,3.6
4765,117,3.8
4766,185,3.4
4767,197,3.9
4768,285,3.9
4769,208,3.7
4770,118,4.1
4772,335,3.4
4773,173,4.2
4774,260,4.2
4775,334,4.2
4776,288,4.3
4777,292,4.0
4779,273,3.8
4780,130,3.8
4781,289,4.3
4782,266,3.9
4783,138,3.7
4784,236,3.0
4785,104,3.9
4786,251,3.8
4788,315,3.8
4789,381,3.7
4790,288,3.4
4791,283,3.8
4792,76,3.8
4793,414,3.5
4794,245,4.0
4795,359,3.8
4796,191,4.2
4797,353,3.7
4798,216,4.2
4799,356,3.9
4800,292,4.1
4801,248,4.1
4802,267,4.0
4803,145,3.8
4805,292,4.3
4806,295,4.3
4807,281,3.9
4808,249,3.7
4809,140,3.5
4810,381,3.9
4811,204,4.3
4812,260,4.4
4813,336,3.7
4814,164,4.2
4815,424,3.6
4816,338,4.3
4817,326,4.4
4818,104,3.4
4819,299,3.6
4820,298,3.6
4821,251,3.7
4822,334,4.4
4823,158,3.6
4824,155,3.9
4825,282,4.2
4827,281,4.0
4828,296,3.9
4830,370,4.1
4831,213,4.2
4832,300,4.0
4833,250,4.0
4835,158,4.0
4836,318,3.7
4837,262,4.0
4838,327,3.5
4839,215,3.7
4840,166,3.5
4841,301,3.8
4842,344,3.5
4843,196,3.9
4844,375,3.9
4845,204,3.4
4846,260,4.1
4847,309,4.2
4848,313,4.2
4850,193,4.3
4852,238,3.9
4854,288,3.8
4855,187,3.9
4856,315,3.8
4857,292,4.2
4858,304,3.8
4859,273,4.0
4860,247,4.2
4861,188,3.8
4862,328,4.2
4863,226,3.8
4864,225,4.2
4865,386,3.7
4867,373,3.9
4868,238,4.6
4869,209,4.5
4870,221,3.7
4871,316,4.1
4872,318,3.5
4873,274,3.7
4874,300,4.3
4875,180,3.9
4876,275,4.0
4877,390,4.0
4879,194,3.6
4880,179,4.1
4881,274,4.3
4882,276,3.3
4883,351,4.2
4884,224,3.9
4885,292,4.0
4886,417,4.3
4887,226,3.9
4888,260,3.5
4889,333,4.4
4890,196,4.1
